algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
GP-GOMEA,feynman_III_13_18,0.001,Feynman,0.0,1.0,4.6797224169788,3.1311282598666152
GP-GOMEA,feynman_III_13_18,0.01,Feynman,0.0,0.0,44.645550658633546,7.598010879758184
GP-GOMEA,feynman_III_14_14,0.0,Feynman,0.0,0.0,0.4270594044862428,0.16752913216112547
GP-GOMEA,feynman_III_14_14,0.001,Feynman,0.0,0.0,0.4196072920556209,0.16217860920970784
GP-GOMEA,feynman_III_14_14,0.01,Feynman,0.0,0.0,0.609003963624149,0.3154571204603501
GP-GOMEA,feynman_III_15_12,0.0,Feynman,87.5,1.0,8.011956710883867e-15,0.0
GP-GOMEA,feynman_III_15_12,0.001,Feynman,0.0,1.0,0.03926496679790121,0.0015405503603356718
GP-GOMEA,feynman_III_15_12,0.01,Feynman,0.0,0.0,0.46565242870713286,0.19625091161385064
GP-GOMEA,feynman_III_15_14,0.0,Feynman,25.0,1.0,1.0512887716161578e-12,0.0
GP-GOMEA,feynman_III_15_14,0.001,Feynman,12.5,1.0,0.00011032996407325857,1.2172700995258879e-08
GP-GOMEA,feynman_III_15_14,0.01,Feynman,0.0,0.0,0.001224194276254613,1.4986505029313387e-06
GP-GOMEA,feynman_III_15_27,0.0,Feynman,0.0,1.0,1.143856214447595e-15,0.0
GP-GOMEA,feynman_III_15_27,0.001,Feynman,0.0,1.0,0.021055867272072194,0.0004432512962074147
GP-GOMEA,feynman_III_15_27,0.01,Feynman,0.0,0.0,0.23566901904490398,0.05405237682728558
GP-GOMEA,feynman_III_17_37,0.0,Feynman,87.5,1.0,3.287868452176589e-15,0.0
GP-GOMEA,feynman_III_17_37,0.001,Feynman,0.0,1.0,0.026229858894228925,0.0006877689303288585
GP-GOMEA,feynman_III_17_37,0.01,Feynman,0.0,0.0,0.28613168288618746,0.07869226388198491
GP-GOMEA,feynman_III_19_51,0.0,Feynman,0.0,1.0,1.096730190055866e-06,1.2028156248781712e-12
GP-GOMEA,feynman_III_19_51,0.001,Feynman,0.0,1.0,0.009231311386096506,8.521347913541155e-05
GP-GOMEA,feynman_III_19_51,0.01,Feynman,0.0,0.0,0.12947270698108543,0.016624230415535155
GP-GOMEA,feynman_III_21_20,0.0,Feynman,50.0,1.0,4.606983367935943e-15,0.0
GP-GOMEA,feynman_III_21_20,0.001,Feynman,0.0,1.0,0.09894094408909149,0.009741705545135305
GP-GOMEA,feynman_III_21_20,0.01,Feynman,0.0,0.0,1.0045497245924273,0.6976968895092912
GP-GOMEA,feynman_III_4_32,0.0,Feynman,0.0,1.0,0.0006150857658581009,3.7833042780622643e-07
GP-GOMEA,feynman_III_4_32,0.001,Feynman,0.0,1.0,0.08279496124122941,0.00683161688172607
GP-GOMEA,feynman_III_4_32,0.01,Feynman,0.0,0.0,0.7749430856453852,0.47033906422462635
GP-GOMEA,feynman_III_4_33,0.0,Feynman,0.0,1.0,0.019423270696173372,0.0003771922985769161
GP-GOMEA,feynman_III_4_33,0.001,Feynman,0.0,1.0,0.0571577035311307,0.0032616780132522197
GP-GOMEA,feynman_III_4_33,0.01,Feynman,0.0,0.0,0.5621253695940611,0.2745853823370056
GP-GOMEA,feynman_III_7_38,0.0,Feynman,37.5,1.0,1.648020825757478e-14,0.0
GP-GOMEA,feynman_III_7_38,0.001,Feynman,0.0,1.0,0.36627924359737596,0.12589271583062706
GP-GOMEA,feynman_III_7_38,0.01,Feynman,0.0,0.0,3.5299309436440374,2.599752967647192
GP-GOMEA,feynman_III_8_54,0.0,Feynman,0.0,0.5,0.022569185296058267,0.000509238441020429
GP-GOMEA,feynman_III_8_54,0.001,Feynman,0.0,1.0,0.008658666790339307,7.496970028798165e-05
GP-GOMEA,feynman_III_8_54,0.01,Feynman,0.0,0.0,0.04270920135610805,0.001822414274357999
GP-GOMEA,feynman_III_9_52,0.0,Feynman,0.0,0.0,2.6252435168385806,2.065837363390132
GP-GOMEA,feynman_III_9_52,0.001,Feynman,0.0,0.0,3.0190382464678986,2.313979127110514
GP-GOMEA,feynman_III_9_52,0.01,Feynman,0.0,0.0,2.984409653696741,2.2932113949451303
GP-GOMEA,feynman_II_10_9,0.0,Feynman,50.0,1.0,1.6896044082276638e-14,0.0
GP-GOMEA,feynman_II_10_9,0.001,Feynman,0.0,1.0,0.0015886350623195973,2.5237581765479924e-06
GP-GOMEA,feynman_II_10_9,0.01,Feynman,0.0,0.0,0.021394965923997814,0.0004576398338041524
GP-GOMEA,feynman_II_11_20,0.0,Feynman,75.0,1.0,2.4022557441385893e-07,5.773159728050647e-14
GP-GOMEA,feynman_II_11_20,0.001,Feynman,0.0,1.0,0.04638755574990316,0.0021494935111577864
GP-GOMEA,feynman_II_11_20,0.01,Feynman,0.0,0.0,0.5195120702743214,0.23893248049834584
GP-GOMEA,feynman_II_11_27,0.0,Feynman,0.0,1.0,0.006180523089366636,3.819813610005558e-05
GP-GOMEA,feynman_II_11_27,0.001,Feynman,0.0,1.0,0.004346412941513769,1.889112701971596e-05
GP-GOMEA,feynman_II_11_27,0.01,Feynman,0.0,0.0,0.05068465011568147,0.002565639687316702
GP-GOMEA,feynman_II_11_28,0.0,Feynman,0.0,1.0,0.00018701097774900962,3.497310513318095e-08
GP-GOMEA,feynman_II_11_28,0.001,Feynman,0.0,1.0,0.004138911003266082,1.7130437566084745e-05
GP-GOMEA,feynman_II_11_28,0.01,Feynman,0.0,0.0,0.07522020513929367,0.005642132454654367
GP-GOMEA,feynman_II_11_3,0.0,Feynman,0.0,1.0,0.001224530699876484,1.4994743107173986e-06
GP-GOMEA,feynman_II_11_3,0.001,Feynman,0.0,1.0,0.002222455145941194,4.939294677392594e-06
GP-GOMEA,feynman_II_11_3,0.01,Feynman,0.0,0.0,0.009209094101579043,8.480381822627487e-05
GP-GOMEA,feynman_II_13_17,0.0,Feynman,62.5,1.0,9.236319721719442e-15,0.0
GP-GOMEA,feynman_II_13_17,0.001,Feynman,12.5,1.0,0.0001353514519427432,1.8320015336802226e-08
GP-GOMEA,feynman_II_13_17,0.01,Feynman,0.0,0.0,0.0016788129645618343,2.818408998177673e-06
GP-GOMEA,feynman_II_13_23,0.0,Feynman,0.0,1.0,0.00426999381506714,1.8232680964383617e-05
GP-GOMEA,feynman_II_13_23,0.001,Feynman,0.0,1.0,0.016969489512783584,0.00028792212077229464
GP-GOMEA,feynman_II_13_23,0.01,Feynman,0.0,0.0,0.23421536050810063,0.053405056390804104
GP-GOMEA,feynman_II_13_34,0.0,Feynman,0.0,1.0,0.010754523263438924,0.00011565308254819605
GP-GOMEA,feynman_II_13_34,0.001,Feynman,0.0,1.0,0.024482819474875968,0.0005992288759497632
GP-GOMEA,feynman_II_13_34,0.01,Feynman,0.0,0.0,0.3278918508546294,0.10211702048099314
GP-GOMEA,feynman_II_15_4,0.0,Feynman,100.0,1.0,3.3507470265502174e-15,0.0
GP-GOMEA,feynman_II_15_4,0.001,Feynman,0.0,1.0,0.03497720678471676,0.001222657244375918
GP-GOMEA,feynman_II_15_4,0.01,Feynman,0.0,0.0,0.45269982800125125,0.18642739485334864
GP-GOMEA,feynman_II_15_5,0.0,Feynman,100.0,1.0,3.3878190295539825e-15,0.0
GP-GOMEA,feynman_II_15_5,0.001,Feynman,0.0,1.0,0.04027045270028607,0.001620395810000669
GP-GOMEA,feynman_II_15_5,0.01,Feynman,0.0,0.0,0.380659343888021,0.1353186386265782
GP-GOMEA,feynman_II_21_32,0.0,Feynman,12.5,1.0,0.0005834248158129057,3.403844577538369e-07
GP-GOMEA,feynman_II_21_32,0.001,Feynman,0.0,1.0,0.0007758701070016788,6.019742417891849e-07
GP-GOMEA,feynman_II_21_32,0.01,Feynman,0.0,0.0,0.0038427580489819296,1.4766680395064734e-05
GP-GOMEA,feynman_II_24_17,0.0,Feynman,0.0,1.0,0.005096168297793514,2.5970594080709906e-05
GP-GOMEA,feynman_II_24_17,0.001,Feynman,0.0,1.0,0.012510119580960299,0.00015649084659865117
GP-GOMEA,feynman_II_24_17,0.01,Feynman,0.0,0.0,0.19110792900788298,0.03587111000037765
GP-GOMEA,feynman_II_27_16,0.0,Feynman,75.0,1.0,4.2922796954190913e-14,0.0
GP-GOMEA,feynman_II_27_16,0.001,Feynman,0.0,1.0,0.8675231979004411,0.5610984019743792
GP-GOMEA,feynman_II_27_16,0.01,Feynman,0.0,0.0,7.463840576363849,4.037931449682751
GP-GOMEA,feynman_II_27_18,0.0,Feynman,100.0,1.0,1.1743308940645021e-14,0.0
GP-GOMEA,feynman_II_27_18,0.001,Feynman,0.0,1.0,0.23577746506331906,0.054100811999275765
GP-GOMEA,feynman_II_27_18,0.01,Feynman,0.0,0.0,2.292901671921325,1.8337644560728183
GP-GOMEA,feynman_II_2_42,0.0,Feynman,12.5,1.0,3.247656479492627e-15,0.0
GP-GOMEA,feynman_II_2_42,0.001,Feynman,0.0,1.0,0.04149163831284879,0.0017200758708317504
GP-GOMEA,feynman_II_2_42,0.01,Feynman,0.0,0.0,0.45438513485345516,0.1876953013108792
GP-GOMEA,feynman_II_34_11,0.0,Feynman,37.5,1.0,2.799006734182369e-15,0.0
GP-GOMEA,feynman_II_34_11,0.001,Feynman,0.0,1.0,0.04762385701456317,0.002265463655209381
GP-GOMEA,feynman_II_34_11,0.01,Feynman,0.0,0.0,0.49188158453027525,0.21668070661120176
GP-GOMEA,feynman_II_34_2,0.0,Feynman,87.5,1.0,4.296619132468093e-15,0.0
GP-GOMEA,feynman_II_34_2,0.001,Feynman,0.0,1.0,0.10665804071691762,0.01131171824920325
GP-GOMEA,feynman_II_34_2,0.01,Feynman,0.0,0.0,0.9524354865069496,0.6456012538837123
GP-GOMEA,feynman_II_34_29a,0.0,Feynman,25.0,1.0,9.838123838095966e-17,0.0
GP-GOMEA,feynman_II_34_29a,0.001,Feynman,0.0,1.0,0.0022106365123642654,4.8869018489345455e-06
GP-GOMEA,feynman_II_34_29a,0.01,Feynman,0.0,0.0,0.02324444243380297,0.0005401581923513637
GP-GOMEA,feynman_II_34_29b,0.0,Feynman,50.0,1.0,2.278644932300942e-12,0.0
GP-GOMEA,feynman_II_34_29b,0.001,Feynman,0.0,1.0,1.8564139792017005,1.4920661861678968
GP-GOMEA,feynman_II_34_29b,0.01,Feynman,0.0,0.0,18.423020229251133,5.830143941590194
GP-GOMEA,feynman_II_34_2a,0.0,Feynman,12.5,1.0,1.9269391327859673e-16,0.0
GP-GOMEA,feynman_II_34_2a,0.001,Feynman,0.0,1.0,0.004378707954897634,1.9172899553093593e-05
GP-GOMEA,feynman_II_34_2a,0.01,Feynman,0.0,0.0,0.0432316901652833,0.0018672346663513965
GP-GOMEA,feynman_II_35_18,0.0,Feynman,0.0,0.0,0.040383629772699735,0.0016295091820980022
GP-GOMEA,feynman_II_35_18,0.001,Feynman,0.0,0.0,0.0425468542735849,0.001808598308215438
GP-GOMEA,feynman_II_35_18,0.01,Feynman,0.0,0.0,0.04489627643669651,0.0020136468894833255
GP-GOMEA,feynman_II_35_21,0.0,Feynman,0.0,0.0,0.5690688507984538,0.2805361185440798
GP-GOMEA,feynman_II_35_21,0.001,Feynman,0.0,0.0,0.47592284188141415,0.20416666496249566
GP-GOMEA,feynman_II_35_21,0.01,Feynman,0.0,0.0,0.7028995181535478,0.4015024221089914
GP-GOMEA,feynman_II_36_38,0.0,Feynman,0.0,0.0,0.11193236308497773,0.012451017277234033
GP-GOMEA,feynman_II_36_38,0.001,Feynman,0.0,0.0,0.1329874003638744,0.017531077372721412
GP-GOMEA,feynman_II_36_38,0.01,Feynman,0.0,0.0,0.17456427440129693,0.03001761531757167
GP-GOMEA,feynman_II_37_1,0.0,Feynman,100.0,1.0,1.0790683003032268e-14,0.0
GP-GOMEA,feynman_II_37_1,0.001,Feynman,0.0,1.0,0.2190940598990426,0.04688569189190501
GP-GOMEA,feynman_II_37_1,0.01,Feynman,0.0,0.0,2.7577470751325723,2.1523630611270805
GP-GOMEA,feynman_II_38_14,0.0,Feynman,87.5,1.0,6.695114173696794e-13,0.0
GP-GOMEA,feynman_II_38_14,0.001,Feynman,0.0,1.0,0.001748565750950805,3.0574775113420965e-06
GP-GOMEA,feynman_II_38_14,0.01,Feynman,0.0,0.0,0.02546823428693709,0.0006484206875548913
GP-GOMEA,feynman_II_38_3,0.0,Feynman,25.0,1.0,1.521044449262463e-14,0.0
GP-GOMEA,feynman_II_38_3,0.001,Feynman,0.0,1.0,0.0813255107052662,0.006592063220589974
GP-GOMEA,feynman_II_38_3,0.01,Feynman,0.0,0.0,0.8797165170210713,0.573181160981843
GP-GOMEA,feynman_II_3_24,0.0,Feynman,0.0,1.0,3.558100784479584e-17,0.0
GP-GOMEA,feynman_II_3_24,0.001,Feynman,62.5,1.0,0.00044290108327615306,1.9616135035257924e-07
GP-GOMEA,feynman_II_3_24,0.01,Feynman,0.0,0.0,0.00422437879184152,1.7845216950163634e-05
GP-GOMEA,feynman_II_4_23,0.0,Feynman,0.0,1.0,3.166512684618107e-17,0.0
GP-GOMEA,feynman_II_4_23,0.001,Feynman,25.0,1.0,0.00035821209861927166,1.2831589944454923e-07
GP-GOMEA,feynman_II_4_23,0.01,Feynman,0.0,0.0,0.0028803244934668772,8.296234773784496e-06
GP-GOMEA,feynman_II_6_11,0.0,Feynman,75.0,1.0,1.1166212370537583e-10,0.0
GP-GOMEA,feynman_II_6_11,0.001,Feynman,0.0,1.0,0.00010835630309142001,1.1741088254875697e-08
GP-GOMEA,feynman_II_6_11,0.01,Feynman,0.0,0.0,0.0008910795899467835,7.940225204679909e-07
GP-GOMEA,feynman_II_6_15a,0.0,Feynman,0.0,0.5,0.011062557369530775,0.00012237268771132274
GP-GOMEA,feynman_II_6_15a,0.001,Feynman,0.0,0.5,0.014934153258735315,0.00022300406630015513
GP-GOMEA,feynman_II_6_15a,0.01,Feynman,0.0,0.0,0.02254401252088338,0.0005081033941465495
GP-GOMEA,feynman_II_6_15b,0.0,Feynman,12.5,1.0,5.931396350779671e-10,0.0
GP-GOMEA,feynman_II_6_15b,0.001,Feynman,0.0,1.0,0.0001339081250964032,1.793138577087926e-08
GP-GOMEA,feynman_II_6_15b,0.01,Feynman,0.0,0.0,0.0015671180467801433,2.4558559570108576e-06
GP-GOMEA,feynman_II_8_31,0.0,Feynman,87.5,1.0,5.9886380031489984e-15,0.0
GP-GOMEA,feynman_II_8_31,0.001,Feynman,0.0,1.0,0.12481975383086506,0.015459849254151042
GP-GOMEA,feynman_II_8_31,0.01,Feynman,0.0,0.0,1.1625368714645232,0.8550500107511845
GP-GOMEA,feynman_II_8_7,0.0,Feynman,25.0,1.0,7.227937739168662e-16,0.0
GP-GOMEA,feynman_II_8_7,0.001,Feynman,37.5,1.0,0.0007092953925770069,5.030998273643223e-07
GP-GOMEA,feynman_II_8_7,0.01,Feynman,0.0,0.0,0.00808827542219461,6.541805949741808e-05
GP-GOMEA,feynman_I_10_7,0.0,Feynman,0.0,1.0,0.002545532080424584,6.479712578990295e-06
GP-GOMEA,feynman_I_10_7,0.001,Feynman,0.0,1.0,0.012922709449255219,0.00016698247716003046
GP-GOMEA,feynman_I_10_7,0.01,Feynman,0.0,0.0,0.19919677550012393,0.038912353470750435
GP-GOMEA,feynman_I_11_19,0.0,Feynman,0.0,1.0,0.18474081818982338,0.03355969082318219
GP-GOMEA,feynman_I_11_19,0.001,Feynman,0.0,1.0,0.17723792874579924,0.030929981537730446
GP-GOMEA,feynman_I_11_19,0.01,Feynman,0.0,0.0,1.905685227070652,1.532910193290305
GP-GOMEA,feynman_I_12_1,0.0,Feynman,100.0,1.0,2.196958514207372e-15,0.0
GP-GOMEA,feynman_I_12_1,0.001,Feynman,0.0,1.0,0.06234121108536273,0.0038788939541406814
GP-GOMEA,feynman_I_12_1,0.01,Feynman,0.0,0.0,0.6194550770004703,0.3247788434785751
GP-GOMEA,feynman_I_12_11,0.0,Feynman,62.5,1.0,1.2748916911971345e-14,0.0
GP-GOMEA,feynman_I_12_11,0.001,Feynman,0.0,1.0,0.13460622501734726,0.017956645906165473
GP-GOMEA,feynman_I_12_11,0.01,Feynman,0.0,0.0,1.5327746136198976,1.2087806330202289
GP-GOMEA,feynman_I_12_2,0.0,Feynman,37.5,1.0,4.721813188971614e-17,0.0
GP-GOMEA,feynman_I_12_2,0.001,Feynman,0.0,1.0,0.0006540312909041183,4.2775683794511817e-07
GP-GOMEA,feynman_I_12_2,0.01,Feynman,0.0,0.0,0.0069933058505015095,4.890513084320571e-05
GP-GOMEA,feynman_I_12_4,0.0,Feynman,12.5,1.0,3.074628678998199e-17,0.0
GP-GOMEA,feynman_I_12_4,0.001,Feynman,37.5,1.0,0.00018509361765014468,3.4259646754410924e-08
GP-GOMEA,feynman_I_12_4,0.01,Feynman,0.0,0.0,0.001831510935581178,3.354426681161046e-06
GP-GOMEA,feynman_I_12_5,0.0,Feynman,100.0,1.0,2.1550865114630423e-15,0.0
GP-GOMEA,feynman_I_12_5,0.001,Feynman,0.0,1.0,0.06371127826859169,0.0040509109484722855
GP-GOMEA,feynman_I_12_5,0.01,Feynman,0.0,0.0,0.5968609538549933,0.30471837570284915
GP-GOMEA,feynman_I_13_12,0.0,Feynman,37.5,1.0,6.347523309205336e-07,4.030109579388506e-13
GP-GOMEA,feynman_I_13_12,0.001,Feynman,0.0,1.0,0.058978381041073426,0.0034724136178024534
GP-GOMEA,feynman_I_13_12,0.01,Feynman,0.0,0.0,0.5481007677013758,0.2626830225470725
GP-GOMEA,feynman_I_13_4,0.0,Feynman,0.0,0.0,1.3872675993255223,1.0731274213074093
GP-GOMEA,feynman_I_13_4,0.001,Feynman,0.0,0.5,0.9006882658879829,0.5940113359927162
GP-GOMEA,feynman_I_13_4,0.01,Feynman,0.0,0.0,3.569054806396161,2.6201767952949893
GP-GOMEA,feynman_I_14_3,0.0,Feynman,100.0,1.0,8.12990812541047e-15,0.0
GP-GOMEA,feynman_I_14_3,0.001,Feynman,0.0,1.0,0.21266684553607274,0.04423426579776907
GP-GOMEA,feynman_I_14_3,0.01,Feynman,0.0,0.0,2.1327748230565184,1.7135687926555245
GP-GOMEA,feynman_I_14_4,0.0,Feynman,87.5,1.0,6.046684806212138e-15,0.0
GP-GOMEA,feynman_I_14_4,0.001,Feynman,0.0,1.0,0.10433526000456322,0.010827022169998438
GP-GOMEA,feynman_I_14_4,0.01,Feynman,0.0,0.0,1.162278727670329,0.8547947628828653
GP-GOMEA,feynman_I_15_10,0.0,Feynman,0.0,1.0,0.007603653284937363,5.781387202344443e-05
GP-GOMEA,feynman_I_15_10,0.001,Feynman,0.0,1.0,0.0194031919900825,0.00037641300713843354
GP-GOMEA,feynman_I_15_10,0.01,Feynman,0.0,0.0,0.2656386013604987,0.06818548773763689
GP-GOMEA,feynman_I_15_3t,0.0,Feynman,0.0,1.0,0.021234489261497593,0.00045080190774606123
GP-GOMEA,feynman_I_15_3t,0.001,Feynman,0.0,1.0,0.020915896300782805,0.00043737905390004643
GP-GOMEA,feynman_I_15_3t,0.01,Feynman,0.0,0.0,0.23922541091858232,0.05565114252681436
GP-GOMEA,feynman_I_15_3x,0.0,Feynman,0.0,1.0,0.020582631756421985,0.0004235550179283835
GP-GOMEA,feynman_I_15_3x,0.001,Feynman,0.0,1.0,0.024960892268881013,0.0006228521301923327
GP-GOMEA,feynman_I_15_3x,0.01,Feynman,0.0,0.0,0.34477110817490947,0.11231667074310563
GP-GOMEA,feynman_I_16_6,0.0,Feynman,0.0,0.0,0.07374053325857181,0.005422935514564471
GP-GOMEA,feynman_I_16_6,0.001,Feynman,0.0,0.0,0.0784085762930388,0.006129083570870245
GP-GOMEA,feynman_I_16_6,0.01,Feynman,0.0,0.0,0.20471462330991413,0.04105372158650774
GP-GOMEA,feynman_I_18_12,0.0,Feynman,100.0,1.0,2.6452574062740833e-15,0.0
GP-GOMEA,feynman_I_18_12,0.001,Feynman,0.0,1.0,0.044043645467857606,0.001937963640904355
GP-GOMEA,feynman_I_18_12,0.01,Feynman,0.0,0.0,0.4813693155418784,0.20840865837655095
GP-GOMEA,feynman_I_18_14,0.0,Feynman,100.0,1.0,9.874101137697837e-15,0.0
GP-GOMEA,feynman_I_18_14,0.001,Feynman,0.0,1.0,0.16431297440974982,0.02664071727419412
GP-GOMEA,feynman_I_18_14,0.01,Feynman,0.0,0.0,1.6099042277337776,1.2786511371968308
GP-GOMEA,feynman_I_18_4,0.0,Feynman,0.0,0.0,0.05428438649462629,0.0029424613286272334
GP-GOMEA,feynman_I_18_4,0.001,Feynman,0.0,0.0,0.043125015731506525,0.0018580397563890676
GP-GOMEA,feynman_I_18_4,0.01,Feynman,0.0,0.0,0.18653156337876106,0.03420239641600461
GP-GOMEA,feynman_I_24_6,0.0,Feynman,0.0,1.0,0.2981931997620577,0.08518563034704776
GP-GOMEA,feynman_I_24_6,0.001,Feynman,0.0,0.5,0.43173306160869374,0.1709179795319598
GP-GOMEA,feynman_I_24_6,0.01,Feynman,0.0,0.0,1.1192026793712522,0.8120916026622823
GP-GOMEA,feynman_I_25_13,0.0,Feynman,12.5,1.0,3.280203199194849e-16,0.0
GP-GOMEA,feynman_I_25_13,0.001,Feynman,0.0,1.0,0.007941105167139867,6.305916300471092e-05
GP-GOMEA,feynman_I_25_13,0.01,Feynman,0.0,0.0,0.09336730622383864,0.008679676261454976
GP-GOMEA,feynman_I_27_6,0.0,Feynman,50.0,1.0,9.68312448530135e-08,9.32587340685127e-15
GP-GOMEA,feynman_I_27_6,0.001,Feynman,0.0,1.0,0.0048056239060845635,2.3093754463967918e-05
GP-GOMEA,feynman_I_27_6,0.01,Feynman,0.0,0.0,0.03983780533106906,0.001585792699447506
GP-GOMEA,feynman_I_29_16,0.0,Feynman,0.0,0.0,0.37950834305423653,0.13455412909304018
GP-GOMEA,feynman_I_29_16,0.001,Feynman,0.0,0.0,0.34967813634968137,0.11535769604411969
GP-GOMEA,feynman_I_29_16,0.01,Feynman,0.0,0.0,0.38896007002350935,0.14088299729967654
GP-GOMEA,feynman_I_29_4,0.0,Feynman,0.0,1.0,4.0760732155537547e-16,0.0
GP-GOMEA,feynman_I_29_4,0.001,Feynman,0.0,1.0,0.012600422183612223,0.0001587580364812263
GP-GOMEA,feynman_I_29_4,0.01,Feynman,0.0,0.0,0.12606572343766093,0.01576760205528313
GP-GOMEA,feynman_I_30_3,0.0,Feynman,25.0,0.0,0.15671264142445127,0.024262131636719166
GP-GOMEA,feynman_I_30_3,0.001,Feynman,0.0,0.0,0.14567146031574565,0.020998161723271333
GP-GOMEA,feynman_I_30_3,0.01,Feynman,0.0,0.0,0.23746275832492358,0.05485607365719254
GP-GOMEA,feynman_I_32_17,0.0,Feynman,0.0,0.0,0.1680793852368244,0.027858989194639274
GP-GOMEA,feynman_I_32_17,0.001,Feynman,0.0,1.0,0.05279521410046646,0.002783457218167561
GP-GOMEA,feynman_I_32_17,0.01,Feynman,0.0,0.0,0.2777886289982831,0.07433400312177614
GP-GOMEA,feynman_I_32_5,0.0,Feynman,37.5,1.0,2.6842922640250545e-08,6.661338147750937e-16
GP-GOMEA,feynman_I_32_5,0.001,Feynman,0.0,1.0,0.0038995459686479604,1.5206343144496653e-05
GP-GOMEA,feynman_I_32_5,0.01,Feynman,0.0,0.0,0.044401457683715236,0.001969548609595558
GP-GOMEA,feynman_I_34_1,0.0,Feynman,25.0,1.0,1.2001870085907911e-07,1.443289932012693e-14
GP-GOMEA,feynman_I_34_1,0.001,Feynman,0.0,1.0,0.017265254964013505,0.0002980446092648615
GP-GOMEA,feynman_I_34_1,0.01,Feynman,0.0,0.0,0.24896764713304456,0.06013969420530453
GP-GOMEA,feynman_I_34_14,0.0,Feynman,0.0,1.0,0.007077918221980051,5.0095671547938766e-05
GP-GOMEA,feynman_I_34_14,0.001,Feynman,0.0,1.0,0.01716375166452743,0.00029455098680015903
GP-GOMEA,feynman_I_34_14,0.01,Feynman,0.0,0.0,0.21581108964353116,0.04552237973781531
GP-GOMEA,feynman_I_34_27,0.0,Feynman,100.0,1.0,3.5603696547751443e-16,0.0
GP-GOMEA,feynman_I_34_27,0.001,Feynman,0.0,1.0,0.010374248467770967,0.00010761924011287534
GP-GOMEA,feynman_I_34_27,0.01,Feynman,0.0,0.0,0.10486033926671831,0.010935677666373388
GP-GOMEA,feynman_I_34_8,0.0,Feynman,37.5,1.0,2.1984729643744309e-13,0.0
GP-GOMEA,feynman_I_34_8,0.001,Feynman,0.0,1.0,0.09055191690652406,0.008166215171238764
GP-GOMEA,feynman_I_34_8,0.01,Feynman,0.0,0.0,0.9898532334806135,0.6830005894841726
GP-GOMEA,feynman_I_37_4,0.0,Feynman,0.0,0.0,0.12359966364164844,0.015161360370852315
GP-GOMEA,feynman_I_37_4,0.001,Feynman,0.0,0.0,0.09697263408058623,0.009359752298481348
GP-GOMEA,feynman_I_37_4,0.01,Feynman,0.0,0.0,0.23428721336177308,0.053436968503079184
GP-GOMEA,feynman_I_38_12,0.0,Feynman,50.0,1.0,1.1300303512783962e-08,2.2204460492503128e-16
GP-GOMEA,feynman_I_38_12,0.001,Feynman,0.0,1.0,0.00966846800896411,9.347490472541743e-05
GP-GOMEA,feynman_I_38_12,0.01,Feynman,0.0,0.0,0.09231383485540018,0.008485738173301244
GP-GOMEA,feynman_I_39_1,0.0,Feynman,87.5,1.0,3.491381947919617e-15,0.0
GP-GOMEA,feynman_I_39_1,0.001,Feynman,0.0,1.0,0.09300310996462281,0.008612385176251394
GP-GOMEA,feynman_I_39_1,0.01,Feynman,0.0,0.0,0.8623071576458936,0.555936819753282
GP-GOMEA,feynman_I_39_11,0.0,Feynman,62.5,1.0,2.588039910473183e-07,6.705747068735721e-14
GP-GOMEA,feynman_I_39_11,0.001,Feynman,0.0,1.0,0.026026767773745425,0.0006771633139105585
GP-GOMEA,feynman_I_39_11,0.01,Feynman,0.0,0.0,0.2863651067446996,0.07881577778978774
GP-GOMEA,feynman_I_39_22,0.0,Feynman,37.5,1.0,3.307534994563468e-14,0.0
GP-GOMEA,feynman_I_39_22,0.001,Feynman,0.0,1.0,0.08346514624631991,0.006942277170757758
GP-GOMEA,feynman_I_39_22,0.01,Feynman,0.0,0.0,0.9026964493731289,0.5960088144819797
GP-GOMEA,feynman_I_40_1,0.0,Feynman,0.0,0.0,0.12853292343860415,0.016385730079040303
GP-GOMEA,feynman_I_40_1,0.001,Feynman,0.0,0.0,0.11585460883578386,0.013333009464596599
GP-GOMEA,feynman_I_40_1,0.01,Feynman,0.0,0.0,0.1387598667209824,0.019071282097507195
GP-GOMEA,feynman_I_41_16,0.0,Feynman,0.0,1.0,0.037599252201981445,0.0014127054277713084
GP-GOMEA,feynman_I_41_16,0.001,Feynman,0.0,1.0,0.029551354056532857,0.000872901437238505
GP-GOMEA,feynman_I_41_16,0.01,Feynman,0.0,0.0,0.20898512572903166,0.04274793017991657
GP-GOMEA,feynman_I_43_16,0.0,Feynman,25.0,1.0,1.116779416259432e-12,0.0
GP-GOMEA,feynman_I_43_16,0.001,Feynman,0.0,1.0,0.091765031243861,0.00838556363848917
GP-GOMEA,feynman_I_43_16,0.01,Feynman,0.0,0.0,1.0410448063644457,0.7341808113356935
GP-GOMEA,feynman_I_43_31,0.0,Feynman,87.5,1.0,8.244420317798533e-15,0.0
GP-GOMEA,feynman_I_43_31,0.001,Feynman,0.0,1.0,0.20324665018940194,0.04047876840559525
GP-GOMEA,feynman_I_43_31,0.01,Feynman,0.0,0.0,1.8982253536148634,1.5267646380247883
GP-GOMEA,feynman_I_43_43,0.0,Feynman,62.5,1.0,3.117665898993162e-06,9.719780535941084e-12
GP-GOMEA,feynman_I_43_43,0.001,Feynman,0.0,1.0,0.009771191439750342,9.547162459174282e-05
