,algorithm,dataset,random_state,training time (s),model_size,mse_test,mae_test,r2_test,training time (hr),r2_zero_test,friedman_dataset,algorithm_count,rmse_test,log_mse_test,name,nsamples,nfeatures,npoints,Group
1481,*BSR,606_fri_c2_1000_10,13879.5,6740.183148860931,11.5,0.8848788881843622,0.7741957370212517,0.1014858012401404,1.8722730969058143,0.1014858012401404,True,21.0,0.9406800137051718,0.633863568535762,606_fri_c2_1000_10,1000,11,11000,black-box
1482,*DSR,606_fri_c2_1000_10,13879.5,40547.640835404396,10.0,0.3609540974144016,0.4764879226987172,0.637872586791937,11.26323356539011,0.637872586791937,True,21.0,0.6007945550805214,0.3081859959987219,606_fri_c2_1000_10,1000,11,11000,black-box
1483,*EPLEX,606_fri_c2_1000_10,13879.5,7626.698493719101,63.0,0.0707197568410819,0.20138818965859426,0.9295435561873089,2.118527359366417,0.9295435561873089,True,21.0,0.2659318650351663,0.06833109227773014,606_fri_c2_1000_10,1000,11,11000,black-box
1484,*FEAT,606_fri_c2_1000_10,13879.5,8208.326912283897,89.5,0.06701542266603547,0.1963957151875164,0.9340503938310329,2.280090808967749,0.9340503938310329,True,21.0,0.25887337187519976,0.06486542644761559,606_fri_c2_1000_10,1000,11,11000,black-box
1485,*FFX,606_fri_c2_1000_10,13879.5,171.44093096256256,2358.0,0.033697238247204095,0.1428893478215117,0.9661362614717687,0.04762248082293405,0.9661362614717687,True,21.0,0.18356807523968893,0.033141926872765154,606_fri_c2_1000_10,1000,11,11000,black-box
1486,*GP-GOMEA,606_fri_c2_1000_10,13879.5,4481.042893767357,32.5,0.13216305345153423,0.2868783385129298,0.8745144538287636,1.2447341371575993,0.8745144538287636,True,21.0,0.36354236816571217,0.12413000955973652,606_fri_c2_1000_10,1000,11,11000,black-box
1487,*ITEA,606_fri_c2_1000_10,13879.5,5673.364672899246,123.5,0.09438017628494424,0.24069315281211426,0.9035790187026859,1.5759346313609017,0.9035790187026859,True,21.0,0.3072135678724887,0.09018815394737065,606_fri_c2_1000_10,1000,11,11000,black-box
1488,KernelRidge,606_fri_c2_1000_10,13879.5,1.5321732759475708,750.0,0.27185704988409193,0.40649467797382755,0.726152455638567,0.0004256036877632141,0.726152455638567,True,21.0,0.5213991272375625,0.2404780764359872,606_fri_c2_1000_10,1000,11,11000,black-box
1489,LGBM,606_fri_c2_1000_10,13879.5,21.93589162826538,7006.0,0.07408957634753854,0.20653305934096716,0.9260343080485947,0.006093303230073717,0.9260343080485947,True,21.0,0.27219400498089324,0.0714733970291445,606_fri_c2_1000_10,1000,11,11000,black-box
1490,Linear,606_fri_c2_1000_10,13879.5,0.20742249488830566,10.0,0.6689975978476821,0.6876345089563838,0.3110744877084638,5.761735969119602e-05,0.3110744877084638,True,21.0,0.8179227334214901,0.5122232054022585,606_fri_c2_1000_10,1000,11,11000,black-box
1491,MLP,606_fri_c2_1000_10,13879.5,19.696850776672363,2402.0,0.6157286578133542,0.6576586262283025,0.3686739178548142,0.005471347437964545,0.3686739178548142,True,21.0,0.7846837947946639,0.4797860362315163,606_fri_c2_1000_10,1000,11,11000,black-box
1492,*MRGP,606_fri_c2_1000_10,13879.5,153309.7167415619,12778.5,0.1684834426922785,0.21752343626945478,0.8283638095938506,42.58603242821164,0.8283638095938506,True,21.0,0.4104673466821429,0.1557067051850266,606_fri_c2_1000_10,1000,11,11000,black-box
1493,*Operon,606_fri_c2_1000_10,13879.5,1333.1288270950317,93.0,0.026005001289324096,0.12920426679273078,0.9742281942992638,0.3703135630819533,0.9742281942992638,True,21.0,0.16126066256010513,0.025672621287695294,606_fri_c2_1000_10,1000,11,11000,black-box
1494,RandomForest,606_fri_c2_1000_10,13879.5,96.21414053440094,946720.0,0.12625715416831917,0.26984860395223625,0.8737934675334207,0.026726150148444705,0.8737934675334207,True,21.0,0.35532682725670905,0.1188998821229607,606_fri_c2_1000_10,1000,11,11000,black-box
1495,*SBP-GP,606_fri_c2_1000_10,13879.5,230233.42145347595,764.0,0.03255621185286947,0.141948038664575,0.9664422798495882,63.9537281815211,0.9664422798495882,True,21.0,0.18043340004796637,0.03203748684362598,606_fri_c2_1000_10,1000,11,11000,black-box
1496,XGB,606_fri_c2_1000_10,13879.5,213.3203057050705,26490.0,0.06805611991799285,0.20078325146672432,0.9282938416852531,0.05925564047363069,0.9282938416852531,True,21.0,0.260875679046539,0.06584028589716513,606_fri_c2_1000_10,1000,11,11000,black-box
1497,*gplearn,606_fri_c2_1000_10,13879.5,26132.920659542084,15.0,0.3177527315887346,0.43762140362892565,0.6850496434462774,7.259144627650579,0.6850496434462774,True,21.0,0.5636956018887629,0.27592780966981995,606_fri_c2_1000_10,1000,11,11000,black-box
1498,*AFP,607_fri_c4_1000_50,13879.5,3357.588383436203,27.0,0.3517613534213828,0.4741703541561443,0.6582616500061059,0.9326634398433897,0.6582616500061059,True,21.0,0.5930947255046051,0.30140844829880764,607_fri_c4_1000_50,1000,51,51000,black-box
1499,*AFP_FE,607_fri_c4_1000_50,13879.5,3291.6963146924973,42.5,0.28474523699627163,0.4175259425821939,0.7267711574498988,0.9143600874145825,0.7267711574498988,True,21.0,0.5336152518400047,0.25056043954437,607_fri_c4_1000_50,1000,51,51000,black-box
1500,*AIFeynman,607_fri_c4_1000_50,11284.0,8501.969988107681,310.0,0.9761691900970714,0.804589210078242,0.006472404738085746,2.3616583300299117,0.006472404738085746,True,21.0,0.9880127479425918,0.6811602181790383,607_fri_c4_1000_50,1000,51,51000,black-box
1501,AdaBoost,607_fri_c4_1000_50,13879.5,116.24041485786438,14989.0,0.2396028084813426,0.4025766763684166,0.7699320499382163,0.03228900412718455,0.7699320499382163,True,21.0,0.48949239879832923,0.2147910125640482,607_fri_c4_1000_50,1000,51,51000,black-box
1502,*BSR,607_fri_c4_1000_50,13879.5,6656.776057720184,12.0,1.000070000652856,0.797701704952704,-0.0006031634856608625,1.8491044604778288,0.00024457867029442637,True,21.0,1.000034999713938,0.6931821802738761,607_fri_c4_1000_50,1000,51,51000,black-box
1503,*DSR,607_fri_c4_1000_50,13879.5,33744.23114776611,9.0,0.39243165171448585,0.5072987440547887,0.6086429143227446,9.373397541046142,0.6086429143227446,True,21.0,0.6264436540619482,0.33105160846530307,607_fri_c4_1000_50,1000,51,51000,black-box
1504,*EPLEX,607_fri_c4_1000_50,13879.5,7817.244234800339,62.5,0.05605230706341836,0.18305783338977627,0.9442242908545676,2.1714567318889832,0.9442242908545676,True,21.0,0.23675368437137015,0.05453771726133585,607_fri_c4_1000_50,1000,51,51000,black-box
1505,*FEAT,607_fri_c4_1000_50,13879.5,13220.778078436852,134.5,0.09324934624702398,0.22869509941940444,0.9065543019669261,3.672438355121348,0.9065543019669261,True,21.0,0.30536755925773124,0.08915431332034054,607_fri_c4_1000_50,1000,51,51000,black-box
1506,*FFX,607_fri_c4_1000_50,13879.5,873.7660443782806,2789.0,0.043920299524412405,0.16209817259096077,0.9550141974965223,0.24271279010507796,0.9550141974965223,True,21.0,0.20957170497090585,0.04298314509457772,607_fri_c4_1000_50,1000,51,51000,black-box
1507,*GP-GOMEA,607_fri_c4_1000_50,13879.5,7237.048140287399,17.0,0.21251100710626725,0.3719064716108965,0.7905781144089239,2.010291150079833,0.7905781144089239,True,21.0,0.4609891615930544,0.1926934218140836,607_fri_c4_1000_50,1000,51,51000,black-box
1508,*ITEA,607_fri_c4_1000_50,13879.5,6172.346373796463,145.0,0.2313725411540544,0.3694615594855398,0.77124356123583,1.7145406593879065,0.77124356123583,True,21.0,0.48101199689202595,0.2081294343621962,607_fri_c4_1000_50,1000,51,51000,black-box
1509,KernelRidge,607_fri_c4_1000_50,13879.5,2.3931647539138794,750.0,0.7834900687225268,0.7279158170247776,0.23857589856805506,0.0006647679871982998,0.23857589856805506,True,21.0,0.8851497436719545,0.5785721573810794,607_fri_c4_1000_50,1000,51,51000,black-box
1510,LGBM,607_fri_c4_1000_50,13879.5,26.423636317253113,9887.5,0.08701034772902352,0.21711020446444568,0.910216984504805,0.007339898977014754,0.910216984504805,True,21.0,0.2949751645969937,0.08343112762368247,607_fri_c4_1000_50,1000,51,51000,black-box
1511,Linear,607_fri_c4_1000_50,13879.5,0.29150068759918213,50.0,0.8225401613268766,0.741428421151646,0.1826448865290493,8.097241322199504e-05,0.1826448865290493,True,21.0,0.9069399987468171,0.6002312210512263,607_fri_c4_1000_50,1000,51,51000,black-box
1512,MLP,607_fri_c4_1000_50,13879.5,16.648687720298767,10402.0,0.8409956238832279,0.7498936722688828,0.1698611469457031,0.0046246354778607685,0.1698611469457031,True,21.0,0.9170581354980871,0.6103065252156484,607_fri_c4_1000_50,1000,51,51000,black-box
1513,*MRGP,607_fri_c4_1000_50,13879.5,152964.5735347271,12230.0,0.2536494700380796,0.20079782081021436,0.7608494398857896,42.49015931520197,0.7608494398857896,True,21.0,0.5036362477404497,0.22605887365986752,607_fri_c4_1000_50,1000,51,51000,black-box
1514,*Operon,607_fri_c4_1000_50,13879.5,1199.6288619041443,90.0,0.02420165434975277,0.12355613523733337,0.9768811610202889,0.3332302394178178,0.9768811610202889,True,21.0,0.15556880905166295,0.023913435305458204,607_fri_c4_1000_50,1000,51,51000,black-box
1515,RandomForest,607_fri_c4_1000_50,13879.5,115.7851197719574,94870.0,0.15555794916407387,0.2986544140651892,0.8499321908756979,0.032162533269988164,0.8499321908756979,True,21.0,0.39440835331426977,0.14458330020094934,607_fri_c4_1000_50,1000,51,51000,black-box
1516,*SBP-GP,607_fri_c4_1000_50,13879.5,234311.72805321217,947.0,0.05106767173099579,0.17625925408647086,0.949429382245305,65.08659112589226,0.949429382245305,True,21.0,0.22598157387494183,0.049806477767761106,607_fri_c4_1000_50,1000,51,51000,black-box
1517,XGB,607_fri_c4_1000_50,13879.5,261.7314511537552,11123.0,0.18368762665185245,0.3141491294930602,0.8077233248924272,0.0727031808760431,0.8077233248924272,True,21.0,0.42858794506128195,0.1686346728115219,607_fri_c4_1000_50,1000,51,51000,black-box
1518,*gplearn,607_fri_c4_1000_50,13879.5,22944.53528726101,12.0,0.8011192645661012,0.7189623492023293,0.225504118680509,6.37348202423917,0.225504118680509,True,21.0,0.8950526602195544,0.5884082853039512,607_fri_c4_1000_50,1000,51,51000,black-box
1519,*AFP,608_fri_c3_1000_10,13879.5,3047.221524953842,36.5,0.293224313784516,0.4209919707340486,0.7136295512803156,0.8464504235982895,0.7136295512803156,True,21.0,0.5415019056148519,0.2571385679485982,608_fri_c3_1000_10,1000,11,11000,black-box
1520,*AFP_FE,608_fri_c3_1000_10,13879.5,3025.9856032133102,51.5,0.2159000971422267,0.35153879603749416,0.7792723948646374,0.8405515564481417,0.7792723948646374,True,21.0,0.46465051075214225,0.19548462321350207,608_fri_c3_1000_10,1000,11,11000,black-box
1521,*AIFeynman,608_fri_c3_1000_10,13879.5,159723.39910554886,6182.0,3.172204270643258,1.2412557673792106,-2.178210235539807,44.367610862652455,0.0,True,21.0,1.781068294772342,1.4284444982225726,608_fri_c3_1000_10,1000,11,11000,black-box
1522,AdaBoost,608_fri_c3_1000_10,13879.5,58.21928644180298,8198.0,0.22545534321127994,0.38818853667957626,0.777817463108206,0.016172024011611937,0.777817463108206,True,21.0,0.4748213803224113,0.20331248367401178,608_fri_c3_1000_10,1000,11,11000,black-box
1523,*BSR,608_fri_c3_1000_10,13879.5,6498.7445031404495,16.5,0.8774739502206954,0.7553976202443016,0.08922343957757145,1.8052068064279025,0.08922343957757145,True,21.0,0.936735795313009,0.6299272298438903,608_fri_c3_1000_10,1000,11,11000,black-box
1524,*DSR,608_fri_c3_1000_10,13879.5,31764.599625229836,14.0,0.3498690241503555,0.4647157431907153,0.6245073998759242,8.823499895897177,0.6245073998759242,True,21.0,0.591497273155469,0.3000075685957913,608_fri_c3_1000_10,1000,11,11000,black-box
1525,*EPLEX,608_fri_c3_1000_10,13879.5,7589.429541110992,61.0,0.06475820905358233,0.1928104520286663,0.9266526258020171,2.108174872530831,0.9266526258020171,True,21.0,0.25447634281713166,0.06274773963281975,608_fri_c3_1000_10,1000,11,11000,black-box
1526,*FEAT,608_fri_c3_1000_10,13879.5,8272.786030054092,65.0,0.09140309330208243,0.2133480079968366,0.9133798404653475,2.2979961194594702,0.9133798404653475,True,21.0,0.30232944498027714,0.08746411001747373,608_fri_c3_1000_10,1000,11,11000,black-box
1527,*FFX,608_fri_c3_1000_10,13879.5,170.66629195213318,2388.5,0.03087148327773272,0.1355470764884136,0.9682036915040464,0.047407303320036995,0.9682036915040464,True,21.0,0.17570282660712297,0.030404544770130416,608_fri_c3_1000_10,1000,11,11000,black-box
1528,*GP-GOMEA,608_fri_c3_1000_10,13879.5,4736.077787995338,29.5,0.14748636768790352,0.29340249762404014,0.8442195094946585,1.3155771633320383,0.8442195094946585,True,21.0,0.3840395392246787,0.13757378287145364,608_fri_c3_1000_10,1000,11,11000,black-box
1529,*ITEA,608_fri_c3_1000_10,13879.5,5537.387952566147,105.0,0.15667745999973154,0.2904192006465348,0.8366404883024363,1.5381633201572629,0.8366404883024363,True,21.0,0.3958250371057035,0.14555163665899248,608_fri_c3_1000_10,1000,11,11000,black-box
1530,KernelRidge,608_fri_c3_1000_10,13879.5,1.5867760181427002,750.0,0.2503011562961716,0.3468947145885519,0.7693394429089468,0.00044077111615075005,0.7693394429089468,True,21.0,0.5003010656556426,0.223384447333371,608_fri_c3_1000_10,1000,11,11000,black-box
1531,LGBM,608_fri_c3_1000_10,13879.5,21.424765467643738,6736.0,0.07770119291596621,0.20495133430189055,0.9240080374242003,0.005951323741012149,0.9240080374242003,True,21.0,0.27874933706820937,0.0748302475291633,608_fri_c3_1000_10,1000,11,11000,black-box
1532,Linear,608_fri_c3_1000_10,13879.5,0.21809029579162598,10.0,0.7558634779946527,0.7181084960434806,0.2524099576046076,6.05806377198961e-05,0.2524099576046076,True,21.0,0.8694040936150765,0.5629607461738341,608_fri_c3_1000_10,1000,11,11000,black-box
1533,MLP,608_fri_c3_1000_10,13879.5,18.860936522483826,2402.0,0.6792812842820526,0.6818282299471379,0.40272821511198054,0.005239149034023284,0.40272821511198054,True,21.0,0.8241852244987485,0.5183658949046877,608_fri_c3_1000_10,1000,11,11000,black-box
1534,*MRGP,608_fri_c3_1000_10,13879.5,298463.0257381201,22578.5,0.1007322723370645,0.16082672196933714,0.894915380375471,82.9063960383667,0.894915380375471,True,21.0,0.3173834783618462,0.0959756604475579,608_fri_c3_1000_10,1000,11,11000,black-box
1535,*Operon,608_fri_c3_1000_10,13879.5,1452.1125264167786,90.0,0.022541372183696718,0.11506494890994144,0.976601105701089,0.4033645906713274,0.976601105701089,True,21.0,0.1501378439424808,0.022291069909609856,608_fri_c3_1000_10,1000,11,11000,black-box
1536,RandomForest,608_fri_c3_1000_10,13879.5,98.87552678585052,947237.0,0.12469154928021292,0.271575704618315,0.8732183584765861,0.0274654241071807,0.8732183584765861,True,21.0,0.3531169059677162,0.1175088196450209,608_fri_c3_1000_10,1000,11,11000,black-box
1537,*SBP-GP,608_fri_c3_1000_10,13879.5,229608.86150753498,751.5,0.028069212259014993,0.13157939171219923,0.9725992743194442,63.78023930764861,0.9725992743194442,True,21.0,0.16753868884235365,0.027682491866814957,608_fri_c3_1000_10,1000,11,11000,black-box
1538,XGB,608_fri_c3_1000_10,13879.5,194.33468997478485,52281.0,0.06802842269845277,0.18869146194399583,0.936435979064512,0.053981858326329124,0.936435979064512,True,21.0,0.26082258855101637,0.06581435319741559,608_fri_c3_1000_10,1000,11,11000,black-box
1539,*gplearn,608_fri_c3_1000_10,13879.5,25334.642720103264,27.5,0.4750772566931345,0.5065075680620041,0.5140034795214277,7.03740075558424,0.5140034795214277,True,21.0,0.6892584832217407,0.38871036583920826,608_fri_c3_1000_10,1000,11,11000,black-box
1540,*AFP,609_fri_c0_1000_5,13879.5,2426.300735592842,46.0,0.1917442928032494,0.33790299479396607,0.813983014972781,0.6739724265535673,0.813983014972781,True,21.0,0.43788616420623455,0.17541802617020613,609_fri_c0_1000_5,1000,6,6000,black-box
1541,*AFP_FE,609_fri_c0_1000_5,13879.5,2405.652600288391,33.0,0.201826607704147,0.3457574746569382,0.8067181325743701,0.668236833413442,0.8067181325743701,True,21.0,0.4492511632752296,0.1838425725495808,609_fri_c0_1000_5,1000,6,6000,black-box
1542,*AIFeynman,609_fri_c0_1000_5,13879.5,115958.31308150291,742.0,0.05599033363576808,0.18532356109173853,0.9457424446688402,32.2106425226397,0.9457424446688402,True,21.0,0.23662276652040073,0.05447903148816639,609_fri_c0_1000_5,1000,6,6000,black-box
1543,AdaBoost,609_fri_c0_1000_5,13879.5,54.07754170894623,14996.0,0.18551429779523237,0.3451275040027356,0.8202161072436407,0.015021539363596174,0.8202161072436407,True,21.0,0.43071370746150206,0.17017668701173594,609_fri_c0_1000_5,1000,6,6000,black-box
1544,*BSR,609_fri_c0_1000_5,13879.5,7200.015447020531,16.5,0.4056561881050804,0.5101750461787523,0.5771865667071687,2.000004290839036,0.5771865667071687,True,21.0,0.6369114444764519,0.3405042315547129,609_fri_c0_1000_5,1000,6,6000,black-box
1545,*DSR,609_fri_c0_1000_5,13879.5,30477.278799533844,12.0,0.33054108629283485,0.4561898071653734,0.6833612787437148,8.46591077764829,0.6833612787437148,True,21.0,0.5749270269284918,0.28558569129916833,609_fri_c0_1000_5,1000,6,6000,black-box
1546,*EPLEX,609_fri_c0_1000_5,13879.5,7465.267856478691,61.5,0.04888586107819555,0.17582000145663979,0.9519627674603166,2.073685515688525,0.9519627674603166,True,21.0,0.2211014723564625,0.047728516133099655,609_fri_c0_1000_5,1000,6,6000,black-box
1547,*FEAT,609_fri_c0_1000_5,13879.5,6290.525011062622,76.5,0.04864480151735047,0.17512712618412446,0.9531265332162633,1.7473680586285063,0.9531265332162633,True,21.0,0.22055566534857016,0.04749866532213885,609_fri_c0_1000_5,1000,6,6000,black-box
1548,*FFX,609_fri_c0_1000_5,13879.5,76.94218730926514,1517.0,0.05355059062500098,0.18276492593118487,0.9503383889660266,0.021372829808129205,0.9503383889660266,True,21.0,0.23141000545568677,0.05216597458514562,609_fri_c0_1000_5,1000,6,6000,black-box
1549,*GP-GOMEA,609_fri_c0_1000_5,13879.5,5829.030389547348,40.5,0.09608007242582949,0.23851478141292407,0.9110524106052471,1.6191751082075967,0.9110524106052471,True,21.0,0.3099678570849395,0.09174024463985206,609_fri_c0_1000_5,1000,6,6000,black-box
1550,*ITEA,609_fri_c0_1000_5,13879.5,6150.607927083969,123.5,0.04318894746322696,0.16490716907488767,0.9581274169413618,1.7085022019677694,0.9581274169413618,True,21.0,0.20781950693625217,0.04228231729442769,609_fri_c0_1000_5,1000,6,6000,black-box
1551,KernelRidge,609_fri_c0_1000_5,13879.5,1.859310269355774,750.0,0.04660609457138466,0.16979698674084104,0.9540161016776283,0.0005164750748210483,0.9540161016776283,True,21.0,0.21588444726608877,0.04555263814882318,609_fri_c0_1000_5,1000,6,6000,black-box
1552,LGBM,609_fri_c0_1000_5,13879.5,21.22633194923401,6943.0,0.07717070772537737,0.21989546718055775,0.9232725191300835,0.005896203319231669,0.9232725191300835,True,21.0,0.2777961621861925,0.07433788860875841,609_fri_c0_1000_5,1000,6,6000,black-box
1553,Linear,609_fri_c0_1000_5,13879.5,0.1971747875213623,5.0,0.2698602287313957,0.409753591541224,0.736646111907156,5.4770774311489525e-05,0.736646111907156,True,21.0,0.5194807298941855,0.23890683829686973,609_fri_c0_1000_5,1000,6,6000,black-box
1554,MLP,609_fri_c0_1000_5,13879.5,18.29631817340851,1402.0,0.058019168925780504,0.19380889825845693,0.9456155073545959,0.0050823106037245856,0.9456155073545959,True,21.0,0.24087168560414174,0.056398451349274535,609_fri_c0_1000_5,1000,6,6000,black-box
1555,*MRGP,609_fri_c0_1000_5,13879.5,152415.58855831623,29799.5,0.44703436103217686,0.34765489686638995,0.5736469861546527,42.33766348842117,0.5736469861546527,True,21.0,0.6686062825252069,0.3695161937614464,609_fri_c0_1000_5,1000,6,6000,black-box
1556,*Operon,609_fri_c0_1000_5,13879.5,963.7257959842682,50.0,0.04604467925722412,0.16578503193729557,0.9550148323208802,0.26770160999563003,0.9550148323208802,True,21.0,0.21458023967090753,0.0450160791255492,609_fri_c0_1000_5,1000,6,6000,black-box
1557,RandomForest,609_fri_c0_1000_5,13879.5,88.21812701225281,947445.0,0.13007536874996994,0.2840855109862265,0.8769106016346587,0.024505035281181337,0.8769106016346587,True,21.0,0.36065963005300433,0.12228432850885877,609_fri_c0_1000_5,1000,6,6000,black-box
1558,*SBP-GP,609_fri_c0_1000_5,13879.5,235624.57716429234,584.5,0.043926039769743526,0.16603181948759982,0.95736479145402,65.45127143452565,0.95736479145402,True,21.0,0.20958539970556997,0.042988643818524276,609_fri_c0_1000_5,1000,6,6000,black-box
1559,XGB,609_fri_c0_1000_5,13879.5,214.55333352088928,21497.0,0.07517874299401381,0.21748670711088924,0.9267761548505178,0.059598148200247024,0.9267761548505178,True,21.0,0.27418742311421546,0.07248692031044836,609_fri_c0_1000_5,1000,6,6000,black-box
1560,*gplearn,609_fri_c0_1000_5,13879.5,21500.09286427498,31.0,0.19477441064923923,0.33960358267013574,0.7996629715394921,5.972248017854161,0.7996629715394921,True,21.0,0.4413325397579916,0.17795738986333995,609_fri_c0_1000_5,1000,6,6000,black-box
1561,*AFP,611_fri_c3_100_5,13879.5,567.621044754982,35.5,0.6236831721908511,0.6427712580297353,0.40928984334984825,0.15767251243193944,0.40928984334984825,True,21.0,0.7897361408665878,0.4846971316912728,611_fri_c3_100_5,100,6,600,black-box
1562,*AFP_FE,611_fri_c3_100_5,13879.5,851.6689342260361,40.5,0.47660664325229857,0.5495558331403543,0.5538047464749879,0.23657470395167668,0.5538047464749879,True,21.0,0.6903670351720876,0.3897466466523786,611_fri_c3_100_5,100,6,600,black-box
1563,*AIFeynman,611_fri_c3_100_5,13879.5,7296.350595593452,742.0,8.498748018547465,1.661605702668399,-7.913728463532458,2.0267640543315144,0.0,True,21.0,2.9152612264679583,2.2511600024004372,611_fri_c3_100_5,100,6,600,black-box
1564,AdaBoost,611_fri_c3_100_5,13879.5,27.720825910568237,8011.0,0.35389237703422105,0.4991958938901526,0.6943743782772962,0.007700229419602288,0.6943743782772962,True,21.0,0.5948885416901397,0.3029836861272898,611_fri_c3_100_5,100,6,600,black-box
1565,*BSR,611_fri_c3_100_5,13879.5,7200.00784945488,22.5,0.7565825317005807,0.697582955108915,0.20573947561824774,2.0000021804041332,0.20573947561824774,True,21.0,0.8698175278186688,0.563370178070574,611_fri_c3_100_5,100,6,600,black-box
1566,*DSR,611_fri_c3_100_5,13879.5,33577.169093728065,12.0,0.2976323753191198,0.45921186215187443,0.5756179397727039,9.326991414924464,0.5756179397727039,True,21.0,0.5455569404921174,0.260541354221214,611_fri_c3_100_5,100,6,600,black-box
1567,*EPLEX,611_fri_c3_100_5,13879.5,1767.750986814499,55.0,0.2641860737142119,0.4017377146268012,0.7077024195283499,0.49104194078180524,0.7077024195283499,True,21.0,0.5139903439892737,0.23442849510724476,611_fri_c3_100_5,100,6,600,black-box
1568,*FEAT,611_fri_c3_100_5,13879.5,5640.248272538185,82.5,0.08662268873158296,0.23243832892789879,0.9251446015315223,1.5667356312606069,0.9251446015315223,True,21.0,0.2943173265908464,0.0830744353991459,611_fri_c3_100_5,100,6,600,black-box
1569,*FFX,611_fri_c3_100_5,13879.5,66.76828336715698,907.0,0.4033315450610164,0.4414141943021561,0.6277268042688343,0.018546745379765826,0.6277268042688343,True,21.0,0.6350838882077048,0.3388490847220547,611_fri_c3_100_5,100,6,600,black-box
1570,*GP-GOMEA,611_fri_c3_100_5,13879.5,8208.545284867287,18.5,0.14939934124813858,0.2982678034825245,0.8293849709788597,2.2801514680186905,0.8293849709788597,True,21.0,0.3865221096498085,0.13923949396461155,611_fri_c3_100_5,100,6,600,black-box
1571,*ITEA,611_fri_c3_100_5,13879.5,1413.7870800495148,129.5,0.3543372777158066,0.4553705485164059,0.667626514508704,0.39271863334708745,0.667626514508704,True,21.0,0.5952623604057345,0.3033122407495371,611_fri_c3_100_5,100,6,600,black-box
1572,KernelRidge,611_fri_c3_100_5,13879.5,0.8309106826782227,75.0,0.1395496145665457,0.28807168287086293,0.8603781162922508,0.00023080852296617296,0.8603781162922508,True,21.0,0.3735634009998111,0.13063310940211176,611_fri_c3_100_5,100,6,600,black-box
1573,LGBM,611_fri_c3_100_5,13879.5,8.888123869895935,750.0,1.126894186249581,0.8455073715825479,-0.04063054818396927,0.0024689232971933156,0.0,True,21.0,1.0615527241967688,0.754662787096092,611_fri_c3_100_5,100,6,600,black-box
1574,Linear,611_fri_c3_100_5,13879.5,0.14640378952026367,5.0,0.810021776758495,0.7493719233148486,0.14308512995610634,4.0667719311184356e-05,0.14308512995610634,True,21.0,0.9000120981178503,0.5933388765636427,611_fri_c3_100_5,100,6,600,black-box
1575,MLP,611_fri_c3_100_5,13879.5,10.846809029579163,1402.0,0.22470221893426062,0.3671559554035939,0.7797350525555038,0.003013002508216434,0.7797350525555038,True,21.0,0.47402765629682475,0.20269772786208062,611_fri_c3_100_5,100,6,600,black-box
1576,*MRGP,611_fri_c3_100_5,13879.5,170703.9632177353,3948.5,0.43993598410920354,0.41485808852515005,0.6376927092354174,47.41776756048202,0.6376927092354174,True,21.0,0.6632767025225622,0.36459865712001543,611_fri_c3_100_5,100,6,600,black-box
1577,*Operon,611_fri_c3_100_5,13879.5,211.70658338069916,45.0,0.06020861418464404,0.18846907548606398,0.9136686043587081,0.058807384272416434,0.9136686043587081,True,21.0,0.2453744366975583,0.05846569459481795,611_fri_c3_100_5,100,6,600,black-box
1578,RandomForest,611_fri_c3_100_5,13879.5,68.68923819065094,9399.0,0.3614117877156632,0.4593533787483392,0.6729409660754565,0.01908034394184748,0.6729409660754565,True,21.0,0.6011753385790731,0.3085222405190296,611_fri_c3_100_5,100,6,600,black-box
1579,*SBP-GP,611_fri_c3_100_5,13879.5,66608.67152833939,849.0,0.08707700307324875,0.22657262218943652,0.9083108915660045,18.502408757872054,0.9083108915660045,True,21.0,0.29508812763858994,0.0834924456238277,611_fri_c3_100_5,100,6,600,black-box
1580,XGB,611_fri_c3_100_5,13879.5,139.51569378376007,3795.0,0.1939922350265018,0.33970190774882214,0.7795364643463771,0.038754359384377796,0.7795364643463771,True,21.0,0.440445496090608,0.17730251162137564,611_fri_c3_100_5,100,6,600,black-box
1581,*gplearn,611_fri_c3_100_5,13879.5,23980.52432358265,37.0,0.3828371915044842,0.49815998110108073,0.6022954219734944,6.661256756550736,0.6022954219734944,True,21.0,0.6187383869653508,0.3241373244980382,611_fri_c3_100_5,100,6,600,black-box
1582,*AFP,612_fri_c1_1000_5,13879.5,3083.1899456977844,45.5,0.1872807648516442,0.33793140570002544,0.8186095880128332,0.8564416515827179,0.8186095880128332,True,21.0,0.4327594769056412,0.1716656208101608,612_fri_c1_1000_5,1000,6,6000,black-box
1583,*AFP_FE,612_fri_c1_1000_5,13879.5,3170.35206758976,43.5,0.20098610091986024,0.3591142840870945,0.8055741568451283,0.8806533521082667,0.8055741568451283,True,21.0,0.4483147342212391,0.1831429701081989,612_fri_c1_1000_5,1000,6,6000,black-box
1584,*AIFeynman,612_fri_c1_1000_5,13879.5,7278.7510759830475,743.0,0.4969081736655171,0.503928031035091,0.5249634539360358,2.02187529888418,0.5249634539360358,True,21.0,0.7049171395742319,0.40340176331930644,612_fri_c1_1000_5,1000,6,6000,black-box
1585,AdaBoost,612_fri_c1_1000_5,13879.5,63.9026905298233,14966.0,0.17539610191366561,0.33961732039689774,0.8261624549094813,0.017750747369395362,0.8261624549094813,True,21.0,0.4188031780128532,0.16160519879961346,612_fri_c1_1000_5,1000,6,6000,black-box
