S,E,I,R,rzero,gamma,sigma,c,dI
10062577.7732073,2168.64510586864,9555.36821086283,926538.213475957,0.5,0.083,0.204,0,-114.521354937903
10679107.9045466,15806.4327300134,27463.5401837504,278462.122539552,1.67708333333333,0.083,0.204,0,1514.19144254745
10949426.9083549,11292.8999337604,16999.9141577952,23120.2775534931,2.026,0.083,0.204,0,1227.37689459539
10111093.1706602,3835.55677159748,23787.5211642146,862123.751403797,0.5,0.069,0.229,0,-584.653118551237
10994411.7046018,403.251359682067,3634.5714461979,2390.47259227294,2.222,0.025,0.478,0,-124.308478947803
10981999.7950561,129.845147414239,3062.29835333329,15648.0614431816,0.5,0.016,0.197,0,-145.118262417183
10792237.8329017,10612.8613990557,25246.9063357486,172742.399363421,1.64583333333333,0.0555555555555556,0.192307692307692,0,638.466850367655
10838196.7093024,7079.50134256676,38519.8204881898,117043.968866793,0.5,0.069,0.229,0,-778.230208469206
10993969.8708597,108.854526920749,2015.59501712663,4745.67959631643,0.697916666666667,0.016,0.197,0,-91.036910699252
1669437.46742439,94468.0400788933,299754.146778196,8937180.34571855,2.8,0.072,0.134,0,1504.2395263605
10989190.8286264,598.244659174673,6126.81655089236,4924.1101635271,1.928,0.025,0.478,0,-225.274990896759
3012169.58854962,353421.292680596,630616.564465679,7004632.55430414,3.66,0.072,0.134,0,32924.3293759306
10993878.1681843,113.110430854133,1975.36275902247,4873.35862589993,0.739583333333333,0.016,0.197,0,-87.9572433797478
10997969.8400669,65.5970373748565,609.684303709904,2194.87859197595,0.956,0.039,0.341,0,-21.2612382900713
10981764.3713251,119.730611831733,2836.17633843769,16119.7217247005,0.5,0.016,0.197,0,-134.574529256444
10923558.0649519,1843.88399202053,9790.98436436394,65647.0666917554,0.635416666666667,0.036,0.142,0,-189.265355914362
10994079.6587295,103.746960060808,2074.45162400758,4582.14268650575,0.645833333333333,0.016,0.197,0,-95.324799540537
10996345.5812468,13.4636555240502,92.1967715439694,4388.75832609747,1.16,0.039,0.341,0,-2.52293228668399
10545572.6184801,45601.5027548829,182396.132672705,227269.746092308,2.87,0.029,0.277,0,-1353.77541663969
10996923.848105,23.6389994248194,361.31731918444,3531.1955764157,0.55,0.039,0.341,0,-15.5205869324354
10930578.562271,381.974434095025,11341.3480339059,58538.1152608346,0.614583333333333,0.025,0.478,0,-556.678704211372
10997548.0608513,739.448637982669,1454.13352997048,1098.35698080253,2.46,0.036,0.142,0,61.4651375044472
10992415.7162035,486.527909376638,4621.08227145144,3316.6736157157,2.096,0.025,0.478,0,-163.029822456302
10984914.5001889,348.995170869628,3940.55451867438,11635.950121631,1.05208333333333,0.016,0.197,0,-151.784616301878
10847918.1589625,14833.9621537136,41224.2810308277,96863.5978528806,0.583333333333333,0.083,0.204,0,562.052778171591
10995155.7145973,577.70116282032,2681.64796212612,2424.93627772165,2.278,0.044,0.423,0,-37.9835654413889
9412267.1792708,214584.937728065,766809.281792718,607178.601208437,3.7,0.029,0.277,0,-1394.81376363464
10948697.1563225,5375.26022953498,26109.5816350085,20658.0018130622,2.12,0.029,0.277,0,-416.073830797451
10982022.2980627,148.493436759676,5542.92433361857,13126.2841668856,0.5,0.025,0.478,0,-279.239967892822
10933212.7479407,505.507949992999,12462.729761982,54659.0143472296,0.75,0.025,0.478,0,-595.266957795655
10976656.2371422,5076.58787803382,9269.15967660571,9838.01530316309,2.236,0.069,0.229,0,461.477353381858
10996469.9832756,7.31637591280885,44.9805602800692,4317.71978819244,1.71,0.039,0.341,0,-1.0949620938534
10991466.5048398,236.232439432709,2095.87454744675,7041.3881734406,1.47916666666667,0.016,0.197,0,-71.1008465837763
5821449.38435804,200510.494423678,307729.482019277,4671150.63919904,2.59,0.072,0.134,0,21457.6995500255
10995325.9619229,1125.43769646065,2345.99128357145,2042.60909704379,2.264,0.036,0.142,0,86.0649437429521
10987635.3533695,392.194024453427,3373.93886981705,9438.51373635241,1.4375,0.016,0.197,0,-112.044539258175
10993709.2081276,120.81656943321,1918.70712735924,5091.26817568628,0.8125,0.016,0.197,0,-83.3749676455068
10844418.70664,4324.01389143248,11336.5666536595,140760.71281486,1.5,0.0555555555555556,0.192307692307692,0,201.807784377265
10756492.0859924,13644.0933477748,34700.9876894686,196002.832970282,1.5,0.0555555555555556,0.192307692307692,0,695.577721931359
10496247.561419,4052.97433319702,25369.026236745,475170.43801101,0.5,0.0555555555555556,0.192307692307692,0,-629.647245608704
10996931.6464761,23.9552897638462,367.412466568326,3516.98576762093,0.548,0.039,0.341,0,-15.7773363275453
10865029.0755654,2530.3261517691,7957.15705927387,125323.441223485,1.1875,0.0555555555555556,0.192307692307692,0,44.0860286826695
10996853.6605927,865.064578528084,1736.35029208777,1384.92453673499,2.39,0.036,0.142,0,69.8100493042733
10993498.2776888,2612.5157005239,2373.64020952903,2355.56640108802,3.225,0.072,0.134,0,366.022290527629
6478696.53030458,98789.5495623731,360611.97952718,4062741.94060589,0.9,0.072,0.134,0,-1035.73575857009
10932757.353492,486.642528843304,12317.4404947237,55278.563484292,0.729166666666667,0.025,0.478,0,-590.531544960944
1924751.82886601,190640.994508797,482995.750595961,8402451.42602925,3.185,0.072,0.134,0,9806.41124362194
10836172.397285,1542.9608054359,20847.3140167004,142277.327892934,0.677083333333333,0.044,0.423,0,-861.404490811272
10799490.7550663,2597.11704747808,8415.8101831956,190336.317702958,0.739583333333333,0.083,0.204,0,32.1974228457213
10673798.1282832,17317.7959252168,51108.3407921662,258615.734999299,1.22916666666667,0.0555555555555556,0.192307692307692,0,491.718988647734
10155281.1023935,22116.8279806758,67580.8350940782,755861.234531769,0.760416666666667,0.083,0.204,0,498.997596297631
10110350.8741113,3713.55741759567,23036.524795666,863739.043675265,0.5,0.069,0.229,0,-565.477607315722
10168612.0831878,14670.1699183577,66532.6962585447,751025.050635145,0.6875,0.069,0.229,0,-874.60586005289
10954802.6391567,789.206022226638,10768.8655964157,34479.2892245388,1.41666666666667,0.025,0.478,0,-446.326929090823
10997190.4481856,46.1416589972431,579.14865424423,3024.26150115331,0.59,0.039,0.341,0,-23.2978973620738
5047476.81370306,273766.449981754,428499.759411212,5251096.97690404,2.81,0.072,0.134,0,28836.5242013902
10803669.9876993,2833.54318817723,10109.9307489264,184226.538363524,0.65625,0.083,0.204,0,-16.870070607122
10832550.7204649,8179.38928820024,32340.1688827688,127769.721364041,0.5,0.083,0.204,0,-225.062813089771
10997033.8178018,28.3003869327779,451.728127324199,3326.15368394854,0.524,0.039,0.341,0,-19.6679853771051
10988486.2726817,384.951819081393,3100.48763223279,8868.28786708305,1.55208333333333,0.016,0.197,0,-98.1443254392796
10987712.8719949,391.910983104412,3350.49921607195,9384.71780596259,1.44791666666667,0.016,0.197,0,-110.775248455635
10097249.4126027,10691.7504332016,41488.5271981714,851410.309765875,0.541666666666667,0.083,0.204,0,-247.422774262832
10996373.4665568,15.1358777879591,83.2774653801983,4368.12010003399,1.55,0.039,0.341,0,-1.71048813974296
10997165.4687469,41.3017572358586,564.357303298515,3068.87219257111,0.53,0.039,0.341,0,-23.4124759821074
10937626.8814815,1558.92999126604,9247.54424560293,52406.6442815781,1.72916666666667,0.044,0.423,0,-214.081431494816
10998092.9440133,401.106183716129,1384.92727220906,961.022530753765,3.2625,0.029,0.277,0,-40.1411791835588
10973885.486879,820.897640632165,2840.45667441417,23293.1588058993,1.23958333333333,0.036,0.142,0,0.0179742951843573
10996901.052712,22.7239745274063,343.789835365363,3572.43347810874,0.556,0.039,0.341,0,-14.7498382451088
10787623.7058255,11059.2087565296,26538.0075953611,175619.077822457,1.625,0.0555555555555556,0.192307692307692,0,652.655174988286
4195880.46907571,320818.94908434,535544.876561071,5948595.70527893,3.035,0.072,0.134,0,31929.0846692264
10995184.0923131,367.717242010542,3241.27150381774,2046.918941063,2.278,0.025,0.478,0,-109.422905100654
10252334.1714443,23583.2960695132,86427.2918053682,638495.240680587,0.90625,0.069,0.229,0,-266.422173624838
10999939.7926241,110.96459042286,398.01794296502,391.224842507422,3.135,0.029,0.277,0,-30.3536757347286
2031820.5268867,221705.403426102,526773.192766261,8220540.87692097,3.36,0.072,0.134,0,13383.3939736418
10996272.1331398,2.7775725055384,53.8066328779864,4511.2826548172,0.413333333333333,0.039,0.341,0,-2.45709581722069
10922205.0683284,16223.9239606306,25364.0707397971,37046.9369711354,1.914,0.083,0.204,0,1709.74894460023
10312915.140957,26877.8573492591,89791.3428714364,571255.658822092,1.02083333333333,0.069,0.229,0,179.602224313267
10792075.2446369,2418.12281093461,6736.43337857018,199610.199173516,0.895833333333333,0.083,0.204,0,89.9447576420718
10985039.0847055,3429.058230759,6367.41393089192,6004.44313284258,2.292,0.0555555555555556,0.192307692307692,0,306.051080312626
10990678.7354987,2621.50018804471,3546.02838358664,3993.73592965415,2.39,0.083,0.204,0,307.445686885983
10998794.1282439,84.1340950717973,776.740321279367,1184.99733980452,0.868,0.039,0.341,0,-26.9699820260871
10999681.0809152,106.657941168698,596.607176785134,455.65396685691,1.596,0.039,0.341,0,-12.6475982148048
10680562.9821487,17190.0827878754,50094.1492384852,252992.785824872,1.25,0.0555555555555556,0.192307692307692,0,522.782486839675
10985264.251192,2093.9730724276,8181.12387593666,5300.65185970711,2.78,0.029,0.277,0,-78.3282644178537
10947084.8664681,5483.58402215309,26845.7167935255,21425.8327162648,2.1,0.029,0.277,0,-468.543330659747
10754945.3613291,18518.5739409382,78030.0392940187,149346.025435902,2.65,0.029,0.277,0,-742.3779659628
10997150.223744,315.821065919091,1930.62539520263,1443.32979492675,2.124,0.016,0.197,0,-46.5268815902117
10997783.1256537,68.987599625276,603.965412053289,2383.92133465096,1.02,0.039,0.341,0,-20.2673676285153
10996539.6122718,4.56569512959302,55.1608443510615,4240.66118869497,0.716666666666667,0.039,0.341,0,-2.18765141836269
10877900.4552438,2036.16465011552,8153.66596089457,112749.714145186,0.885416666666667,0.0555555555555556,0.192307692307692,0,-61.5522174009736
10996627.2077002,615.560586352558,2178.31068396925,1418.92102946611,3.15,0.029,0.277,0,-41.0685868476628
10965926.1151138,604.6844915715,6935.60495411799,27373.5954404695,1.75,0.025,0.478,0,-268.746412138154
10962624.1142736,310.342681513706,3543.17066558859,34362.3723793255,0.854166666666667,0.044,0.423,0,-136.957210132303
10999842.4955053,102.560015960707,379.940401666559,515.004077100945,2.84,0.044,0.423,0,-1.5726958321185
10999159.4862279,431.411725704214,778.942992429813,470.159053911697,2.72,0.036,0.142,0,39.775251107478
10997336.4158248,1224.35128289908,1126.63950794133,1152.59338436454,3.15,0.072,0.134,0,147.556794574695
10983990.0623161,304.616473243803,3958.7409758029,12586.5802349248,0.895833333333333,0.016,0.197,0,-161.335080062117
10928477.8602224,10591.9827965747,26036.0625269551,35734.0944540421,1.38571428571429,0.0555555555555556,0.192307692307692,0,590.48362686926
10999531.7231683,108.840543309784,646.738470919385,552.69781751515,1.484,0.039,0.341,0,-14.9967452613564
10995834.3454348,1239.09772935909,2052.95272732422,1713.60410849846,2.572,0.069,0.229,0,123.083865900044
9874558.17603269,142283.165996088,524617.170294099,459381.487677148,3.42,0.029,0.277,0,-1702.91254233827
1857538.45781198,145568.143630237,2597941.02920256,6399792.36935522,2.8,0.029,0.277,0,-116339.044108194
10960328.9758515,727.987088901407,9021.13166105322,30761.9053985151,1.57291666666667,0.025,0.478,0,-361.057489823421
9666971.49438746,352655.302255261,418226.248271135,562986.95508618,2.22,0.072,0.134,0,44608.9754913891
10846475.9419935,5450.92051563897,37853.4332847227,111059.704206137,1.7,0.029,0.277,0,-941.020097745947
10871555.4219837,2940.7858876685,46672.8193123525,79670.972816342,0.5,0.029,0.277,0,-1954.30171159322
10837430.4702558,1624.86530080361,21364.8457441913,140419.818699285,0.697916666666667,0.044,0.423,0,-874.771886374524
10523914.8003811,9457.56756919332,44837.8195867423,422629.812462875,0.65625,0.0555555555555556,0.192307692307692,0,-672.232811631789
10796492.8167689,2488.22680825649,7557.47602075372,194301.480402041,0.802083333333333,0.083,0.204,0,59.3076644381289
6867524.83726293,353186.393126806,821027.089203485,2959101.6804068,0.86,0.072,0.134,0,22328.0114633123
10927007.1952079,219.423308400144,8230.56657784788,65382.8149057479,0.5,0.025,0.478,0,-414.823134791657
10949055.636862,801.554094393534,12185.6834504828,38797.1255930241,1.26041666666667,0.025,0.478,0,-522.677930093586
10993555.4288846,127.735273194459,1883.17024226198,5273.66559997902,0.875,0.016,0.197,0,-80.1581317989237
10997654.0663026,287.977777141996,1685.95293557482,1212.00298473544,2.236,0.016,0.197,0,-38.2875520265606
1663471.7540165,119786.928039144,2384256.19682001,6833325.12112436,2.8,0.029,0.277,0,-109486.307073386
10611163.3005394,36979.180408807,149396.313405466,203301.205646321,2.82,0.029,0.277,0,-1230.21040428034
10929474.7809803,317.03683874159,10589.8370332194,60458.3451476329,0.541666666666667,0.025,0.478,0,-527.133397569105
10994753.7240519,122.51007366596,2660.62064879217,3303.14522564261,0.5,0.016,0.197,0,-124.330943671043
1088687.56646958,44617.3134692633,1368628.08130294,8498907.03875823,2.8,0.029,0.277,0,-67491.8175701161
10929921.5594605,344.542701496853,10922.3503788138,59651.5474590952,0.572916666666667,0.025,0.478,0,-540.398851317365
10922751.1131655,10281.014488143,27598.1469471888,40209.7253992088,1.19285714285714,0.0555555555555556,0.192307692307692,0,443.555863386577
10929474.9722316,2601.38945718086,11090.8103130593,57672.8279981987,0.854166666666667,0.036,0.142,0,-115.835426715024
10957793.3445935,2533.90110393732,6931.3322514672,33581.4220510543,1.5625,0.036,0.142,0,102.251854457829
10834989.6048617,5395.38655355247,13513.5882787946,146941.42030589,1.59375,0.0555555555555556,0.192307692307692,0,286.673690774176
10257417.15411,23942.1725806838,86967.8221623822,632512.851146705,0.916666666666667,0.069,0.229,0,-227.613105137248
10985135.4336424,5687.27217614325,5099.43595533052,4917.85822612629,3.3,0.072,0.134,0,805.473710703787
10943773.2690109,5697.77582250708,28342.8090832575,23026.1460833373,2.06,0.029,0.277,0,-451.975342757913
10849971.8535127,2252.21106571364,24443.0064780918,124172.928943511,0.864583333333333,0.044,0.423,0,-924.274871582205
10955973.9203984,482.43257335513,3783.32399088131,40600.3230373122,1.28125,0.044,0.423,0,-117.315716219082
1986487.62370088,209283.074123506,509878.72258049,8295190.57959516,3.29,0.072,0.134,0,11921.974892912
10999793.5176809,107.208694587585,406.960587724347,532.313036771562,2.82,0.044,0.423,0,-1.74352663845808
10964052.0991097,658.877191428099,7661.19619491348,28467.8275038443,1.6875,0.025,0.478,0,-298.951977360284
10965941.9056738,298.379191580835,4917.31214996438,29682.4029846254,0.583333333333333,0.044,0.423,0,-216.32846520809
6434428.24860922,102699.030395709,326881.255939457,4136831.46505565,1.14,0.072,0.134,0,1606.66227085835
10927257.3093541,2032.86752687751,12848.859977496,58700.9631415008,1.59375,0.044,0.423,0,-322.461631858813
10773946.5819194,3135.97880831239,9227.43677455276,214530.002497598,1.22916666666667,0.069,0.229,0,91.1500253186284
10991411.8657508,524.160317597131,5101.37681165104,3802.59711996827,2.04,0.025,0.478,0,-182.789185063229
10989517.1412018,1955.05477741393,4537.74153120378,4830.06248962657,1.942,0.036,0.142,0,123.781047688785
10939363.7629866,690.461201896042,13273.282154004,47512.4936573772,0.979166666666667,0.025,0.478,0,-604.650645877752
10686324.9261751,14840.9867053513,25616.3924228161,274057.694696677,1.69791666666667,0.083,0.204,0,1431.09490591263
11000341.0,186.0,52.0,261.0,3.0,0.029,0.277,0,15.7802908245419
10538000.1888987,11490.8989976713,49779.776577918,401569.135525641,0.739583333333333,0.0555555555555556,0.192307692307692,0,-556.572331980238
10942090.7338647,1258.11998395404,7680.50983782001,49810.6363135129,1.69791666666667,0.044,0.423,0,-184.640584942459
10867573.8711702,2727.5735748434,25067.6736442893,105470.881610759,1.04166666666667,0.044,0.423,0,-868.332348038379
10937134.4495078,3042.41761889428,11032.949360404,49630.1835129188,1.0625,0.036,0.142,0,-27.9314507436384
10808794.130807,3285.00856732193,13123.3741542059,175637.486471379,0.5625,0.083,0.204,0,-96.5252623365029
10834983.1498288,1461.39922475101,20307.1683865993,144088.282559884,0.65625,0.044,0.423,0,-847.038130681911
1766374.47996399,133165.78733691,385702.264186874,8715597.46851225,2.835,0.072,0.134,0,4191.9636452934
10800727.1482894,2458.24120697663,10580.4101467473,187074.200356798,0.770833333333333,0.069,0.229,0,-115.659919761973
10997409.3339693,71.5847671816386,618.461459763969,2740.61980381357,0.95,0.039,0.341,0,-20.5955385947485
10043365.5839269,116075.018868257,437646.092919987,403753.304284896,3.28,0.029,0.277,0,-1937.99922709957
10872181.8159453,2792.44388302989,24784.1625403871,101081.577631394,1.08333333333333,0.044,0.423,0,-839.895415150174
10975075.2037828,5189.85798751824,10067.033972357,10507.9042573223,2.152,0.0555555555555556,0.192307692307692,0,439.060882823619
10974643.0510612,277.386564530617,4203.96029160852,21715.6020825989,1.30208333333333,0.025,0.478,0,-180.229443252083
10926511.5905535,206.36793299391,7741.29715556033,66380.7443578064,0.5,0.025,0.478,0,-390.24410224537
10985115.6779888,356.245313517536,3920.82050634368,11447.2561914167,1.08333333333333,0.016,0.197,0,-149.30522219783
10950731.4135722,728.726958766697,4992.28150633381,44387.5779626395,1.48958333333333,0.044,0.423,0,-137.105459235169
10958533.0108241,753.142869539728,9626.31388806454,31927.532418183,1.52083333333333,0.025,0.478,0,-390.13603521632
10996230.0057533,1251.16212678841,1625.87772459243,1732.95439531868,2.544,0.083,0.204,0,150.111473080755
10998274.9072031,248.187559422935,1373.69117652239,943.214060996329,2.39,0.016,0.197,0,-28.5995251517417
10981821.4639059,4102.99492940323,7364.55821672579,7550.98294798692,2.292,0.069,0.229,0,379.731755681942
10935460.7691043,1673.24882628253,10027.6352658648,53678.3468035402,1.69791666666667,0.044,0.423,0,-235.262826334238
10992342.4298179,186.205593532241,1906.76871521598,6404.59587338742,1.27083333333333,0.016,0.197,0,-70.102116002094
10934672.4830343,2949.32002556421,11186.3086010714,52031.8883390852,1.0,0.036,0.142,0,-54.2871436775419
10979912.6410573,575.31273421421,3808.53426818182,16543.5119403756,0.583333333333333,0.036,0.142,0,-101.084742493594
10162973.9787847,13791.0640455242,64039.7348693623,760035.2223003,0.666666666666667,0.069,0.229,0,-904.441963752363
10989395.7632525,365.291345058513,2774.9687628488,8303.97663970617,1.67708333333333,0.016,0.197,0,-83.8737292897652
10983900.6391375,2253.5526320096,8890.31312517229,5795.49510542086,2.74,0.029,0.277,0,-55.421124810944
10996763.3109262,17.5193101300437,247.451752263375,3811.71801145584,0.598,0.039,0.341,0,-10.358647379302
10996818.0658142,19.517478543563,283.727792067914,3718.68891518135,0.58,0.039,0.341,0,-12.0189190223682
7859955.83272145,521959.083338932,843851.803713473,1775073.28022614,1.55,0.072,0.134,0,53462.5306447133
10770768.8412298,3347.2208224459,9598.10690985558,217125.831037776,1.27083333333333,0.069,0.229,0,110.646674168176
10795226.2229216,2407.89380507757,9312.23108918291,193893.652184018,0.875,0.069,0.229,0,-54.2295010079516
10964770.3340943,1839.22273386751,4870.36512460383,29360.0780472241,1.72916666666667,0.036,0.142,0,83.4067370407103
10996274.8517409,3.02619285163548,57.3399347270268,4504.78213152545,0.423333333333333,0.039,0.341,0,-2.60333288577433
10996270.4494499,2.62081314807387,51.5390549898579,4515.3906818863,0.406666666666667,0.039,0.341,0,-2.35613792386157
2591751.33139202,319807.59043879,628661.420915727,7460619.65725351,3.59333333333333,0.072,0.134,0,26550.4201142376
10994669.8274635,113.654824970846,2585.48578463549,3471.03192690974,0.5,0.016,0.197,0,-121.79742788893
10997369.5476629,255.358663618311,2091.12739516046,1123.96627825277,2.474,0.025,0.478,0,-66.8568581155351
10764807.7965102,13021.4378305374,32617.6524271857,190393.113231971,1.53125,0.0555555555555556,0.192307692307692,0,692.436824242285
10822795.3240803,569.350242425113,10568.4427170508,166906.882960257,0.5,0.044,0.423,0,-478.154622059333
10606147.4669052,23977.6463826846,44732.1501850595,325982.736526972,1.51041666666667,0.083,0.204,0,2125.38261642468
10099967.7062078,2013.73145988007,12512.5363087185,886346.026023409,0.5,0.069,0.229,0,-308.510162350875
10997407.4385786,302.09525749688,1806.71589365696,1323.7502703274,2.18,0.016,0.197,0,-42.306017921187
10996669.9876709,10.3097309230915,175.230998445309,3984.47159976864,0.466666666666667,0.039,0.341,0,-7.75361883813004
10936818.5910805,6108.09594272524,31421.7877557842,26491.5252210014,1.97,0.029,0.277,0,-623.416112873389
10988592.4042618,616.157596537876,6394.31530854967,5237.12283308123,1.9,0.025,0.478,0,-237.059776297591
10942402.8741195,745.271938588615,13157.7665969727,44534.0873448626,1.07291666666667,0.025,0.478,0,-587.415088154858
10987494.5276799,3371.47370719269,4630.01215690303,5343.98645599916,2.334,0.083,0.204,0,392.161261426401
10996220.996016,975.438181951121,1990.61291055483,1652.95289149461,2.334,0.036,0.142,0,76.9971797436723
10825629.5661106,720.175464843645,13344.3568627529,161145.901561903,0.5,0.044,0.423,0,-602.321784568797
10997972.4597866,220.79595594685,1763.24226960621,883.501987812119,2.544,0.025,0.478,0,-55.6098362407748
10968830.3799807,1323.66567175342,3795.19185357081,26890.7624939755,1.5625,0.036,0.142,0,43.5678273577758
10982091.8897715,150.316387926366,5610.93114039535,12986.8627001223,0.5,0.025,0.478,0,-282.598293884048
10996683.6086924,11.6657559399357,188.632143619604,3956.09340809773,0.493333333333333,0.039,0.341,0,-8.23629890478158
10999566.1284881,132.779084403174,526.92553026029,614.166897210413,2.74,0.044,0.423,0,-3.51522471683737
10631878.4815925,21382.3415361425,38952.3619198623,308626.814951414,1.5625,0.083,0.204,0,1947.43306793159
10996253.6700934,1.35310001437359,27.6532898059049,4557.32351677832,0.4,0.039,0.341,0,-1.29609092304455
10990389.0031768,306.576123126238,2420.67246486211,7723.74823526351,1.67708333333333,0.016,0.197,0,-75.5479501835038
10996298.4871947,5.2361225772898,83.2387345159949,4453.03794814551,0.486666666666667,0.039,0.341,0,-3.61792912714289
10998429.2110245,237.357258534962,1294.23759582838,879.194121176362,2.432,0.016,0.197,0,-26.2469715379136
10894229.9316994,2718.68224269871,16578.0641816223,87313.321876191,0.5,0.0555555555555556,0.192307692307692,0,-396.79942038306
10800956.8776729,9711.93163227076,22760.3345507139,167410.856144017,1.6875,0.0555555555555556,0.192307692307692,0,603.372509638883
10953103.773474,608.086112625081,4385.3227088319,42742.8177045489,1.40625,0.044,0.423,0,-126.933828656145
10924600.3932965,10423.1295414983,27127.1464969767,38689.3306650576,1.25714285714286,0.0555555555555556,0.192307692307692,0,497.631790526232
11000297.5083898,90.0323599566816,177.045240087016,275.414010203248,3.03,0.029,0.277,0,-64.0479455535051
10989281.9769205,4156.92988001594,3746.77089729653,3654.32230216873,3.27,0.072,0.134,0,620.080232147497
10999526.0359367,133.093767263721,876.532438611268,304.337857460169,2.88,0.025,0.478,0,-22.954547765945
10838384.0135689,4996.36971017993,12701.467410566,144758.149310241,1.5625,0.0555555555555556,0.192307692307692,0,255.000125448533
10926350.4975219,2264.31217853018,10632.7038613316,61592.4864382568,0.75,0.036,0.142,0,-155.102909666119
10998059.7011231,64.2933316548076,616.751505731862,2099.25403951932,0.924,0.039,0.341,0,-21.9013855496291
10987136.7872409,1865.25183555477,7205.87877995857,4632.08214364722,2.825,0.029,0.277,0,-141.762718165605
10848185.0849313,10948.7057001175,44929.435087914,96776.7742805948,0.5,0.069,0.229,0,-391.276263523878
3104404.73699715,356329.694852333,625964.246450671,6914141.32169987,3.67333333333333,0.072,0.134,0,33736.1037329239
10959453.3983545,368.363492502123,3367.67796931436,37650.5601836676,1.08333333333333,0.044,0.423,0,-116.631373561818
10806448.1361241,3050.74779149542,11607.0292690494,179734.086815344,0.604166666666667,0.083,0.204,0,-58.2690166277754
10987166.1197927,1209.54932097706,6264.82194807748,6199.50893824975,1.998,0.044,0.423,0,-115.1068769483
10924995.507738,2077.43698778718,10290.4211439946,63476.6341302553,0.697916666666667,0.036,0.142,0,-172.226277607546
10958562.8138709,2475.86265156396,6711.02247541346,33090.3010021119,1.58333333333333,0.036,0.142,0,103.181331708543
10848805.5316471,3869.54352269905,10422.0037656997,137742.921064363,1.44791666666667,0.0555555555555556,0.192307692307692,0,165.167318028058
10989953.8299499,2794.16775498191,3793.76629557999,4298.23599956687,2.376,0.083,0.204,0,325.166102191281
10165744.048003,14229.2665178964,65293.5407425962,755573.144736342,0.677083333333333,0.069,0.229,0,-890.839103490944
10782823.8219907,2596.35950824392,6264.91609081203,209154.902410181,1.08333333333333,0.083,0.204,0,152.233461489046
10841234.7593271,11076.7617184069,38389.5913508849,110138.887603535,0.5,0.083,0.204,0,-2.55079080541722
10977466.9969049,614.388096441175,2844.07020879296,19914.5447899312,0.885416666666667,0.036,0.142,0,-39.729023555339
10600689.8441796,24491.3771745453,45914.2622514,329744.516394381,1.5,0.083,0.204,0,2159.04026058303
10941020.7968344,10158.1938305861,21948.5890028624,27712.4203320945,1.77142857142857,0.0555555555555556,0.192307692307692,0,733.28197090062
10515197.952365,49616.9137780966,197737.949708551,238287.184148338,2.89,0.029,0.277,0,-1469.63316199989
10796987.3523192,2502.74672588167,7680.75693717069,193669.144017709,0.791666666666667,0.083,0.204,0,54.4835456767922
10532346.5440803,10733.2073204522,48037.6242050109,409722.624394099,0.708333333333333,0.0555555555555556,0.192307692307692,0,-605.009749976149
10994997.4631035,376.485311848846,3336.90913606908,2129.14244858698,2.264,0.025,0.478,0,-112.957212569205
10997354.4681491,510.656537863555,1785.15269153172,1189.72262149575,3.2,0.029,0.277,0,38.8954296232186
10981675.1497589,116.060296260578,2750.31440101878,16298.4755438752,0.5,0.016,0.197,0,-130.555487048745
10985200.0129453,2071.90096265133,6048.28977336171,7519.79631875743,1.19285714285714,0.036,0.142,0,62.4932547396995
10560055.9882237,13865.6115724043,54374.4237018301,372543.976501984,0.84375,0.0555555555555556,0.192307692307692,0,-354.459943944656
10996558.5116252,4.80739830709354,63.7206778061421,4212.96029868362,0.65,0.039,0.341,0,-2.5945246370521
10938319.0396486,1517.54375710475,8998.15375467546,52005.2628396079,1.73958333333333,0.044,0.423,0,-207.887726248413
10833326.6604349,1340.37264131088,19459.6176821321,146713.349241716,0.625,0.044,0.423,0,-823.300158828429
1135449.05476182,50449.1824671112,1481264.63908103,8333677.12369007,2.8,0.029,0.277,0,-72618.6229180151
11000152.9779478,81.2196992600486,283.125661690304,322.676691251948,3.0825,0.029,0.277,0,10.224533509147
10989323.7754255,2614.78450199985,4736.6797797483,4164.76029272153,2.376,0.0555555555555556,0.192307692307692,0,239.539610164569
10998147.7101911,63.2269901176828,626.763766498428,2002.29905222815,0.892,0.039,0.341,0,-22.6643037970652
10951367.1434552,695.094292716333,4821.91001717701,43955.8522348951,1.46875,0.044,0.423,0,-134.392314234815
10981951.2546829,127.660711909781,3015.77565347785,15745.3089517987,0.5,0.016,0.197,0,-143.042624115451
10743426.4245175,6379.94167386915,11910.6833115144,239122.950497049,1.55208333333333,0.083,0.204,0,564.359924544633
10982305.8326164,155.921249641802,5819.9954150136,12558.2507188641,0.5,0.025,0.478,0,-293.225355066821
10786557.7424009,2474.95707419153,6290.69978275052,205516.600742148,1.01041666666667,0.083,0.204,0,125.296867120614
10683937.1759628,17114.532905581,49563.8522569373,250224.438874607,1.26041666666667,0.0555555555555556,0.192307692307692,0,537.848872695286
3827394.48397455,337023.23525899,569486.336481247,6266935.94428526,3.315,0.072,0.134,0,33173.0552249897
1001852.64636009,34052.2942654515,1139452.48373525,8825482.57563923,2.8,0.029,0.277,0,-56722.8114890224
10917497.5230059,755.182412143884,5323.69478353426,77263.5997984425,0.5,0.036,0.142,0,-150.495335204377
10876062.8781985,4451.44035553758,49011.2124052969,71314.4690407066,0.68,0.029,0.277,0,-1867.47920931091
