S,E,I,R,rzero,gamma,sigma,c,dR
10986559.9452241,388.09823905396,3663.79267301354,10228.1638638175,1.29166666666667,0.016,0.197,0,203.488466796395
10885329.9131955,2861.41360599263,23229.869783558,89418.8034149959,1.19791666666667,0.044,0.423,0,1291.16989315391
10996444.7325203,10.8650865025289,53.3925282868683,4331.00986493215,2.04,0.039,0.341,0,2.9689612087348
10602846.3405871,20775.3415201725,51219.7949930635,325998.522899512,1.51041666666667,0.069,0.229,0,2844.51127564107
10892490.8668147,2465.55047564381,15057.814005995,90825.7687035939,0.5,0.0555555555555556,0.192307692307692,0,835.51241505403
10995415.2531094,1375.2807367342,2366.27139977962,1683.19475409631,2.558,0.0555555555555556,0.192307692307692,0,131.740360800376
10996495.9203957,4.40075677556659,43.9800923208208,4295.69875517578,0.877777777777778,0.039,0.341,0,2.4496637703863
7996696.2472899,525673.21005416,823493.244015611,1654977.29864033,1.61,0.072,0.134,0,45735.4380725894
1521802.66832308,39523.7973353492,138554.560432501,9300958.97390911,2.8,0.072,0.134,0,7666.0238823968
10990323.6148094,311.122769865741,2442.60866284294,7762.65375801193,1.6875,0.016,0.197,0,135.706157302456
10302551.0004868,34110.664906004,83171.6381014249,581006.696505784,1.04166666666667,0.083,0.204,0,4621.94185166918
10982757.9428077,167.786798694948,6261.74741180777,11652.5229817458,0.5,0.025,0.478,0,347.864007197959
10998298.2419883,61.8972486978225,651.866772459703,1827.9939904898,0.836,0.039,0.341,0,36.2280099852726
10097249.4126027,10691.7504332016,41488.5271981714,851410.309765875,0.541666666666667,0.083,0.204,0,2303.29965597419
10997978.5835052,305.602867458973,1325.13825270529,1230.6753746237,2.474,0.044,0.423,0,73.4531798303439
10610857.9206221,16870.3612748201,56841.6845479017,316270.033555104,1.03125,0.0555555555555556,0.192307692307692,0,3158.57566832946
10773630.506387,3132.91188435356,6851.01382334476,217225.567905303,1.23958333333333,0.083,0.204,0,381.737977877257
10985264.251192,2093.9730724276,8181.12387593666,5300.65185970711,2.78,0.029,0.277,0,497.654425300605
10769235.0088962,3486.97078413453,7361.07662822045,220756.943691405,1.30208333333333,0.083,0.204,0,408.216650592276
2379852.4297227,212273.053343201,2982442.58336992,5426271.93356417,2.8,0.029,0.277,0,165620.95223127
2248432.93457224,268080.92836339,584648.578767221,7899677.55829719,3.52666666666667,0.072,0.134,0,32491.3701290393
10898582.2038541,2769.51719163162,20742.0432902942,78746.2356639284,1.3125,0.044,0.423,0,1152.75767062947
6867524.83726293,353186.393126806,821027.089203485,2959101.6804068,0.86,0.072,0.134,0,45600.2318472516
10928567.9997681,263.070820581326,9768.5916288688,62240.3377823402,0.5,0.025,0.478,0,542.943917064015
10983879.9063427,6150.03912048886,5510.43542829337,5299.61910848796,3.2875,0.072,0.134,0,333.001743608682
10822890.0160217,6917.66310444518,16606.1883151265,154426.132558609,1.6875,0.0555555555555556,0.192307692307692,0,921.193053983438
10951357.218671,803.022881103329,11673.0521742901,37006.7062734836,1.32291666666667,0.025,0.478,0,648.593706782886
10974593.3707546,3239.84363049837,13654.85411108,9351.93150392223,2.52,0.029,0.277,0,750.720175563928
10999686.4789205,334.424094649002,537.503895187591,281.593089607184,2.88,0.036,0.142,0,29.7076164557938
10983362.9916037,261.498942936974,3875.46852017195,13340.0409332674,0.770833333333333,0.016,0.197,0,215.289495805058
10961675.7634556,322.688434983496,3410.32376522451,35431.2243442093,0.927083333333333,0.044,0.423,0,189.489303177199
10999340.6283334,203.764367717694,716.204816315314,579.402482597731,3.225,0.029,0.277,0,73.1350580079717
10996373.4665568,15.1358777879591,83.2774653801983,4368.12010003399,1.55,0.039,0.341,0,4.62881620026341
10077436.4000846,5455.09626575824,23874.4990162057,894074.004633448,0.5,0.083,0.204,0,1327.69593998047
10981655.2893171,784.736039017364,5252.95910076443,13147.0155431874,0.5,0.036,0.142,0,291.754865910332
10996484.677107,4.91727346742388,42.8787490272513,4307.52687054509,1.17,0.039,0.341,0,2.39418426754265
1606793.11753166,112221.751776753,2312299.80262679,6969525.32806481,2.8,0.029,0.277,0,128513.972391418
10998334.8263692,701.580753055809,880.71209507691,922.880782693245,2.68,0.083,0.204,0,49.9985367526862
10867689.5768226,2423.35928365321,43231.0641213905,87495.9997723817,0.5,0.029,0.277,0,2385.69195706558
10994928.273623,170.157903235924,2787.71286564466,2953.85560815249,0.5,0.016,0.197,0,154.884778210847
10386037.4319248,66775.3317002949,263283.634775885,284743.601599008,2.96,0.029,0.277,0,14608.1003438698
5939636.68862811,185956.483831011,290121.744339033,4585125.08320189,2.55,0.072,0.134,0,16110.4195087432
10939363.7629866,690.461201896042,13273.282154004,47512.4936573772,0.979166666666667,0.025,0.478,0,737.671130163858
10993479.0866131,1050.34057069233,3864.95639254247,2445.61642369095,3.0,0.029,0.277,0,187.12637278674
10917040.3982345,697.057004468878,4917.69689426638,78184.8478667552,0.5,0.036,0.142,0,272.989826835739
10870233.7320655,2703.55235095792,45556.7652418093,82345.9503417809,0.5,0.029,0.277,0,2555.98684786446
10986023.1062449,2149.96549249774,5786.7796580201,6880.14860463385,1.38571428571429,0.036,0.142,0,321.542155395039
10999842.0782861,317.017502551366,452.802619589609,228.101591780094,2.94,0.036,0.142,0,25.1753240913718
10996509.406201,4.38998431458107,46.3292957755604,4279.87451894559,0.827777777777778,0.039,0.341,0,2.59206222690158
10689781.6559282,14363.0247693553,24726.699307509,271968.61999489,1.70833333333333,0.083,0.204,0,1374.80420623269
10997143.8208253,813.160127020475,1618.84381481786,1264.17523291174,2.418,0.036,0.142,0,89.685308818091
10979832.6830435,573.696869607505,3753.98794984306,16679.6321371191,0.59375,0.036,0.142,0,208.298611328045
10996580.8015766,444.939113702895,2004.40155279713,1809.85775685291,2.362,0.044,0.423,0,111.210529904655
10039545.1484702,273403.413611039,306856.992991975,381034.444926795,2.36,0.072,0.134,0,17052.7343899634
10970849.5293578,403.052427506143,5205.04157735202,24382.3766372923,1.54166666666667,0.025,0.478,0,288.853795405221
10992017.5874313,203.951172775203,1966.21181393742,6652.24958205525,1.35416666666667,0.016,0.197,0,109.129223519327
10988409.2990856,385.986706903211,3126.60927977979,8918.10492781973,1.54166666666667,0.016,0.197,0,173.734195610527
10996589.069694,5.38040676054149,83.7336734459259,4161.81622576963,0.55,0.039,0.341,0,4.64751715920631
10997132.7880939,35.1723775205226,538.611152129181,3133.42837651747,0.504,0.039,0.341,0,29.91958922814
10996524.3941831,4.44330893629543,50.038694212073,4261.12381371562,0.772222222222222,0.039,0.341,0,2.75983742204177
10530561.5121481,10478.6286915398,47425.414496611,412374.44466366,0.697916666666667,0.0555555555555556,0.192307692307692,0,2633.80625426731
10981525.4652174,109.951592398945,2606.21407067883,16598.3691195819,0.5,0.016,0.197,0,144.791151634015
10257282.0635069,221014.613039202,239532.532031038,283010.791422908,2.46,0.072,0.134,0,13327.0982392232
10869427.2531443,2291.76463885085,7700.00642155289,121420.975795205,1.09375,0.0555555555555556,0.192307692307692,0,428.125307243758
10997033.8178018,28.3003869327779,451.728127324199,3326.15368394854,0.524,0.039,0.341,0,25.0771358848599
10987790.4028778,391.552488736838,3326.7451954558,9331.29943808005,1.45833333333333,0.016,0.197,0,184.867370947283
10897392.9413497,2784.13954191792,20998.3755541014,79664.5435543125,1.30208333333333,0.044,0.423,0,1165.60890519748
5460792.44229509,237904.189272483,365153.565210057,4936989.80322242,2.7,0.072,0.134,0,20307.7310060729
10800175.2434106,2448.361024239,10417.8081765134,187798.587388577,0.78125,0.069,0.229,0,579.6431295303
10999382.6650981,109.055483245281,691.140772641629,657.138646047766,1.372,0.039,0.341,0,38.394550384655
10998876.9491864,90.9298398280925,778.150976425828,1093.96999733684,0.952,0.039,0.341,0,43.2437794802869
10756288.879604,4796.3928374774,9394.9089601474,230359.818598349,1.44791666666667,0.083,0.204,0,520.702658097285
10986032.017312,1287.54024392957,6748.51826619292,6771.92417786552,1.97,0.044,0.423,0,374.684648767059
6310654.39913674,121885.502378261,280223.125493653,4288076.97299137,1.7,0.072,0.134,0,15553.6348566981
10770160.5407656,12595.2213660475,31238.5948150656,186845.643053167,1.55208333333333,0.0555555555555556,0.192307692307692,0,1734.39352285458
10997190.4481856,46.1416589972431,579.14865424423,3024.26150115331,0.59,0.039,0.341,0,32.1896813644372
10791090.3669822,2416.84169666557,6614.71874407864,200718.072577011,0.916666666666667,0.083,0.204,0,366.818011214314
10997992.4977512,65.2479815432239,611.18199132415,2171.0722758873,0.948,0.039,0.341,0,33.960008375466
10985046.6160502,3476.59312608853,6162.75282910917,6154.03799457167,2.334,0.069,0.229,0,345.533398492163
10804640.1679289,2558.98737889235,11998.4073381383,181642.437353962,0.697916666666667,0.069,0.229,0,663.463083578059
10996538.0734187,4.55029257641407,54.5753022930427,4242.80098640783,0.722222222222222,0.039,0.341,0,3.05293201374357
10991149.6818938,533.550559372938,5225.09246851094,3931.6750782935,2.026,0.025,0.478,0,290.089390081706
10754016.7131753,5058.87862603529,9811.02309051774,231953.385108124,1.46875,0.083,0.204,0,546.385396931961
10165744.048003,14229.2665178964,65293.5407425962,755573.144736342,0.677083333333333,0.069,0.229,0,3626.97582153265
10924014.2911298,1922.49716401255,9967.50845754673,64935.7032486606,0.65625,0.036,0.142,0,553.97756778968
10784856.1505399,2595.38558600549,8566.32689929206,204822.136974696,1.0625,0.069,0.229,0,478.901321840959
10780562.2985631,2699.09741428254,6333.97070837934,211244.633314165,1.125,0.083,0.204,0,350.544518178929
10157723.0414968,12924.6569258762,61494.6802909112,768697.621286291,0.645833333333333,0.069,0.229,0,3417.58782102286
10945606.7836351,10376.5059394622,20302.1093226139,24554.60110282,2.026,0.069,0.229,0,1126.58201760002
10983560.0296075,276.441059129404,3912.76184521598,13090.7674881634,0.8125,0.016,0.197,0,217.337483297959
10859202.0124093,14954.3809287777,45658.8939730947,81024.7126888239,0.916666666666667,0.069,0.229,0,2535.50821389586
10963509.6587407,2007.24219445492,5235.89484733239,30087.2042174906,1.72916666666667,0.036,0.142,0,290.957273969857
10996518.3844561,4.41376182757569,48.4023600587652,4268.79942199963,0.794444444444445,0.039,0.341,0,2.71120654159299
6051939.24703089,168939.98710155,276274.83992037,4503685.92594722,2.51,0.072,0.134,0,15349.7477132912
10779018.5714964,2846.29639866325,8785.07363607987,210190.058468711,1.15625,0.069,0.229,0,488.231924717562
10787863.4849406,2504.92839020241,8608.75520655434,201862.831462522,1.01041666666667,0.069,0.229,0,477.203112947332
10816120.9046963,4566.48710982737,18987.4319343446,161165.176259459,0.5,0.083,0.204,0,1052.26825475062
10727311.3265219,7709.70305123358,18382.8156946974,247436.154732065,1.625,0.069,0.229,0,1020.09462656241
10871017.8833027,2778.15003659026,24869.9622707704,102174.004390049,1.07291666666667,0.044,0.423,0,1381.56433064447
10996638.6308651,6.91424833630299,137.053064591898,4057.40182196788,0.411111111111111,0.039,0.341,0,7.6184920428979
10986409.209799,386.272448102527,3698.55149787447,10345.9662550447,1.27083333333333,0.016,0.197,0,205.460883926396
10983823.3105191,294.353331299452,3946.01983412154,12776.3163154769,0.864583333333333,0.016,0.197,0,219.19077968529
10933506.3062266,14234.4135795897,21933.3285808584,31165.9516129511,1.956,0.083,0.204,0,1215.56892214351
10987635.3533695,392.194024453427,3373.93886981705,9438.51373635241,1.4375,0.016,0.197,0,187.408696636068
10999494.3138356,109.089255178886,658.446771172323,578.150138118329,1.456,0.039,0.341,0,36.6133076671105
10994730.0493213,1221.59179287683,2579.89333936573,2308.46554647089,2.222,0.036,0.142,0,143.671465799926
10999804.0800167,446.618298852708,233.398998243255,355.902686243422,3.015,0.072,0.134,0,-1.45234716566718
6556652.39163672,118890.907473739,470445.04561373,3854851.65527583,0.5,0.072,0.134,0,26148.2048095807
10996627.2077002,615.560586352558,2178.31068396925,1418.92102946611,3.15,0.029,0.277,0,132.814223857428
10759540.251272,4245.98125592429,11333.3023885413,225720.465083481,1.39583333333333,0.069,0.229,0,630.384219443906
10995742.6428549,361.0875483424,2572.54717603885,2163.72242077073,1.64285714285714,0.016,0.197,0,142.892318304089
10783916.3279761,2554.40382296966,6253.15600809487,208116.112192809,1.0625,0.083,0.204,0,346.478495169332
10969450.2145589,1252.27591031802,3648.57951085698,26488.930019924,1.53125,0.036,0.142,0,202.459822086109
10897706.0716514,3240.06325103648,19599.737798214,80294.127299266,0.5,0.0555555555555556,0.192307692307692,0,1088.64293025937
10856761.1439217,2482.28488772942,25059.6788090108,116536.892381617,0.9375,0.044,0.423,0,1392.5357519584
10996367.9426767,465.305507060269,2106.47000636222,1900.28180989059,2.348,0.044,0.423,0,117.429698519104
10927845.5072454,2440.14618609912,10901.0461634969,59653.3004050262,0.802083333333333,0.036,0.142,0,605.664339198647
10981061.3656099,4829.81535044184,6790.52923160299,8158.28980802231,2.25,0.083,0.204,0,375.909354868316
10983222.5682048,1316.2735960126,6293.95238687047,10007.205812386,0.5,0.036,0.142,0,349.737177842272
10626881.3079981,17283.8284233796,56105.9411912531,300568.922387107,1.08333333333333,0.0555555555555556,0.192307692307692,0,3115.09120216203
11000215.4817636,161.56105240394,304.38018900297,158.576994965884,2.044,0.039,0.341,0,16.9059632326703
6434428.24860922,102699.030395709,326881.255939457,4136831.46505565,1.14,0.072,0.134,0,18148.2293551127
10975797.44735,245.880180044057,4002.62055506051,20794.0519147702,1.20833333333333,0.025,0.478,0,222.492473891297
10996587.2805256,5.34151248025972,82.323752001024,4165.05420996561,0.555555555555556,0.039,0.341,0,4.55935700099437
10781706.7707224,2644.49187582078,6291.83451138142,210196.902890328,1.10416666666667,0.083,0.204,0,349.560582775957
6900678.50123795,368387.145661498,832196.106383212,2899578.24671736,0.92,0.072,0.134,0,46235.0834167707
10897173.1153746,3157.88207368305,19138.8487823223,81370.153769298,0.5,0.0555555555555556,0.192307692307692,0,1064.26009420001
10983573.7929082,1579.53420712941,6363.94814733862,9322.7247374109,0.583333333333333,0.036,0.142,0,353.508918116525
10996676.1602069,338.503090868606,2153.36276299508,1671.97393926969,2.026,0.016,0.197,0,119.657216468411
10996503.4231123,4.38784493471789,45.1791584557693,4287.00988428336,0.85,0.039,0.341,0,2.48087754024496
10882579.1284575,2024.28981005452,9244.52991863987,106992.051813757,0.760416666666667,0.0555555555555556,0.192307692307692,0,512.680020161187
10844581.8235639,5788.71205101337,38305.6479158889,112163.816469217,1.78,0.029,0.277,0,2182.4013990046
10860157.110717,48269.6356459748,46213.302239275,46199.9513977357,2.925,0.072,0.134,0,2564.18208314535
10764807.7965102,13021.4378305374,32617.6524271857,190393.113231971,1.53125,0.0555555555555556,0.192307692307692,0,1811.29870230099
10993684.1658127,121.946825586963,1911.97417615542,5121.91318560074,0.822916666666667,0.016,0.197,0,106.164335003073
10822130.495308,534.208456868257,9916.84015984708,168258.456075313,0.5,0.044,0.423,0,550.880570022973
10873594.6057726,3578.3633078859,48122.5386526007,75544.4922669581,0.5,0.029,0.277,0,2657.5249780203
10683937.1759628,17114.532905581,49563.8522569373,250224.438874607,1.26041666666667,0.0555555555555556,0.192307692307692,0,2752.85711151015
10965438.9763872,297.423004467435,4585.75941786204,30517.8411904598,0.625,0.044,0.423,0,254.932558688543
1719545.27059695,113934.968337125,346368.537043849,8820991.2240221,2.8,0.072,0.134,0,19237.2100112373
10133689.4991581,8174.78126111431,45837.2710862582,813138.448494343,0.520833333333333,0.069,0.229,0,2546.9136038409
10918640.3055966,903.777461288779,6335.20944911607,74960.7074930377,0.5,0.036,0.142,0,352.012155028912
10936896.877598,629.827541502449,13154.5469541745,50158.7479062364,0.895833333333333,0.025,0.478,0,731.119490935136
10996707.499143,13.8543356340434,209.079416156936,3909.56710525194,0.533333333333333,0.039,0.341,0,11.590044029558
10118964.3998848,5149.55898680265,31723.3754892096,845002.665638941,0.5,0.069,0.229,0,1762.31349626066
10998131.7657338,756.024172314986,953.254855252188,998.955238688596,2.66,0.083,0.204,0,53.6887276102379
10905171.5217123,4699.13417239127,25742.2600548044,65227.084060401,0.5,0.0555555555555556,0.192307692307692,0,1430.77468109404
10949055.636862,801.554094393534,12185.6834504828,38797.1255930241,1.26041666666667,0.025,0.478,0,677.3889700959
1730648.73738399,118395.178981848,356092.854386474,8795703.22924771,2.8,0.072,0.134,0,19792.646203877
6725527.16428292,251348.286328069,728618.798045443,3295345.75134359,0.5,0.072,0.134,0,40482.2478361559
10999201.5341249,174.2939086077,714.32257791299,749.84938863159,2.64,0.044,0.423,0,39.2234073349434
10840879.2341633,1828.98895977608,22545.2207705206,135586.556106461,0.75,0.044,0.423,0,1253.02225710055
10991466.5048398,236.232439432709,2095.87454744675,7041.3881734406,1.47916666666667,0.016,0.197,0,116.366598825305
10993130.9865656,147.042703460966,1842.55206338416,5719.41866767205,1.03125,0.016,0.197,0,102.315603335075
10994839.9646707,138.401772293856,2731.06437110061,3130.56918597383,0.5,0.016,0.197,0,151.677424627937
10101659.6010962,2290.41731157382,14229.2557129884,882660.725878983,0.5,0.069,0.229,0,791.464153913152
10982253.8918099,144.450330314744,3302.65586806632,15139.0019917394,0.5,0.016,0.197,0,183.479530812375
10796327.7067819,2409.40951215039,9507.49046083012,192595.393244993,0.854166666666667,0.069,0.229,0,530.48667716735
10949426.9083549,11292.8999337604,16999.9141577952,23120.2775534931,2.026,0.083,0.204,0,946.357225461949
10970347.7631549,6223.45850428692,11565.2075494493,12703.570791381,2.18,0.069,0.229,0,647.37008409228
10997062.0863209,29.6609930741006,476.37867357207,3271.87401250083,0.518,0.039,0.341,0,26.4875002269198
10987403.0229718,392.587678219607,3442.27430706635,9602.11504293751,1.40625,0.016,0.197,0,191.176722272307
10922603.2208041,2204.47114814963,14341.0872031999,61691.2208445356,1.54166666666667,0.044,0.423,0,796.014550525205
10932545.5729737,10605.7433697924,24778.9908259779,32909.6928305652,1.51428571428571,0.0555555555555556,0.192307692307692,0,1378.43298286709
10926482.8071131,13292.2692676429,26804.6119574642,34260.3116617978,1.942,0.069,0.229,0,1489.94568694783
10996751.9452136,17.0794532968595,240.239121231818,3830.73621193775,0.593333333333333,0.039,0.341,0,13.3625557530774
10480247.6982061,32759.418388935,67954.129921504,419878.753483392,1.30208333333333,0.083,0.204,0,3774.29357142397
10992778.0732992,1143.87100257977,4237.61079476266,2680.44490351325,2.975,0.029,0.277,0,160.496960781346
10999467.8419889,183.80804852424,648.489159034878,539.860803505036,3.21,0.029,0.277,0,17.6731120250177
10982024.3452255,130.986262887402,3085.79158651117,15598.8769251472,0.5,0.016,0.197,0,171.463014160982
10855148.5751278,17566.0532463985,41607.0867541424,86518.2848715535,0.833333333333333,0.083,0.204,0,2308.89815195249
10997103.7183065,270.071272241639,2234.1412392555,1232.06918194851,2.446,0.025,0.478,0,124.32654321667
10789101.5861919,2429.65082032895,6427.6614412014,202881.101546484,0.958333333333333,0.083,0.204,0,355.378890943964
10982846.83666,214.52167631384,3709.20463753812,14069.4370261408,0.645833333333333,0.016,0.197,0,206.069318550885
10998743.3820798,79.1744908169389,772.02465658534,1245.41877282152,0.812,0.039,0.341,0,42.8807606478017
10981469.2950647,752.524289114129,5098.52358684163,13519.6570593999,0.5,0.036,0.142,0,283.544370335717
10770005.5187928,3421.02597853599,7263.38993296011,220150.065295719,1.29166666666667,0.083,0.204,0,400.630209409039
10997621.1970348,893.431693045193,1485.17871419569,840.192557927995,2.7,0.0555555555555556,0.192307692307692,0,81.4323441327868
10998567.8718017,787.8754983632,725.306515919535,758.946184035888,3.105,0.072,0.134,0,39.1864812847716
10994263.7354678,96.5819893872029,2205.30025261216,4274.38229025695,0.552083333333333,0.016,0.197,0,122.518368856731
10996828.1518264,1018.4980761203,1663.14111703853,1330.20898037786,2.62,0.069,0.229,0,92.3374955293093
11000222.9995715,76.027037399921,241.094887598921,299.878503533897,3.06,0.029,0.277,0,33.0912652731947
6624864.71752457,162520.381593147,586315.905774211,3627138.99510809,0.5,0.072,0.134,0,32552.4820895519
10982044.0578275,862.850207252636,5564.95799627738,12368.1339690373,0.5,0.036,0.142,0,309.026589873649
10957799.9274044,761.951397399694,9863.33330858829,32414.7878895192,1.5,0.025,0.478,0,548.050170619252
10076545.1370808,5254.15898386653,23020.7529505953,896019.95098475,0.5,0.083,0.204,0,1278.17897103095
10996625.7823018,6.3169125243729,120.426594315556,4087.47419138382,0.444444444444444,0.039,0.341,0,6.69205441484258
10245121.3597016,31275.0373695757,81630.3318091197,642813.27111963,0.947916666666667,0.083,0.204,0,4534.78113199532
10935074.5509191,2967.34716468244,11168.6117341563,51629.4901820982,1.01041666666667,0.036,0.142,0,620.341295316644
10994470.6540064,101.841661267529,2397.89833004254,3869.60600233802,0.5,0.016,0.197,0,133.149023981007
10928938.5712993,281.371495861032,10125.7511090994,61494.3060956394,0.5,0.025,0.478,0,562.463788360955
10975173.8201305,262.464598508397,4103.32351918028,21300.3917517201,1.26041666666667,0.025,0.478,0,228.111296117644
10251151.2205009,31665.3917427986,82001.1615229393,636022.226233297,0.958333333333333,0.083,0.204,0,4553.52076877548
3057982.94763736,355082.083994922,628471.859742244,6959303.10862551,3.66666666666667,0.072,0.134,0,34910.3806752793
5126279.48951254,267496.662641314,416830.661243209,5190233.18660299,2.79,0.072,0.134,0,23143.6561514563
10997344.1100295,305.568507396496,1837.4183759895,1352.90308715787,2.166,0.016,0.197,0,102.155765826992
10427086.07464,28324.2603820079,82960.3235437709,462469.341433993,1.20833333333333,0.069,0.229,0,4610.2653211478
1437787.16507414,8283.64476922224,30688.2035956685,9524080.98656106,2.8,0.072,0.134,0,1717.3334233315
10808196.1422695,3219.61638337823,12714.6205014427,176709.62084564,0.572916666666667,0.083,0.204,0,705.54728237464
10901310.9439367,34677.3152693864,32734.9659371852,32116.7748567435,2.9875,0.072,0.134,0,1790.24673572888
5564502.65649181,227802.69398917,348624.00033975,4859910.64917931,2.67,0.072,0.134,0,19362.2476450213
10309318.389065,34323.9791490153,83091.1898197263,574106.441966221,1.05208333333333,0.083,0.204,0,4616.41302403944
10780373.2335715,2779.74469116513,8703.45046321245,208983.571273972,1.13541666666667,0.069,0.229,0,483.015275533435
10996571.6955633,5.02948407857411,71.3377895668414,4191.93716303052,0.605555555555556,0.039,0.341,0,3.9493260583113
10926228.494091,198.911708365215,7461.79796324884,66950.7962373078,0.5,0.025,0.478,0,414.329635609458
10769088.6023448,3467.32094582627,9818.76393511356,218465.312774085,1.29166666666667,0.069,0.229,0,545.962080342629
6464588.9325094,99610.7272057833,348380.612263023,4088259.72802182,0.98,0.072,0.134,0,19373.0896714639
10965314.621568,626.866500821472,7172.2584158089,27726.2535152745,1.72916666666667,0.025,0.478,0,398.422010960065
1217241.75894157,60843.7055471103,1662366.68387593,8060387.85163542,2.8,0.029,0.277,0,92326.9818039536
10627484.0094231,18801.4404117682,45179.8912323973,309374.658932599,1.5625,0.069,0.229,0,2507.27190193315
10933212.7479407,505.507949992999,12462.729761982,54659.0143472296,0.75,0.025,0.478,0,692.359230978764
10660248.6092685,17476.4918572718,52933.6863303708,270181.212543764,1.1875,0.0555555555555556,0.192307692307692,0,2939.87968606798
1099852.93557571,46001.5735573741,1396166.97706388,8458818.51380306,2.8,0.029,0.277,0,77525.7222891018
10998653.2906574,68.4705749511223,753.663624001662,1364.57514361147,0.7,0.039,0.341,0,41.867306243003
10755169.1025441,4924.71402465479,9598.2145514361,231147.968879749,1.45833333333333,0.083,0.204,0,532.544876705194
10997969.8400669,65.5970373748565,609.684303709904,2194.87859197595,0.956,0.039,0.341,0,33.858671570664
10996763.3109262,17.5193101300437,247.451752263375,3811.71801145584,0.598,0.039,0.341,0,13.7526464536517
10891255.1416141,2323.17022363826,14014.506756204,93247.1814060619,0.53125,0.0555555555555556,0.192307692307692,0,779.359014842999
10955973.9203984,482.43257335513,3783.32399088131,40600.3230373122,1.28125,0.044,0.423,0,210.148536911377
10962122.3594401,8813.11833316044,12974.1599139065,16930.3623128383,2.096,0.083,0.204,0,721.672655316785
10687736.2755127,12829.8673105348,28941.0413909398,271332.815785689,1.71875,0.069,0.229,0,1607.13100136082
10805879.8112639,3001.76980748461,11274.8554836099,180683.563444921,0.614583333333333,0.083,0.204,0,627.433745488238
10948292.8751153,799.117195323182,12337.7547511874,39410.2529381307,1.23958333333333,0.025,0.478,0,685.427717297819
10819821.5890298,3884.63563898682,22756.4172656435,154377.358065476,0.5,0.069,0.229,0,1266.01509188772
10110350.8741113,3713.55741759567,23036.524795666,863739.043675265,0.5,0.069,0.229,0,1279.963927177
1442221.32802151,9936.43914368832,36699.314679457,9511982.91815542,2.8,0.072,0.134,0,2048.55648348406
10996780.9218125,18.1509907728841,258.819379998038,3782.10781672674,0.592,0.039,0.341,0,14.3875696365876
10893779.3363249,2652.81653818923,16184.4967105982,88223.35042627,0.5,0.0555555555555556,0.192307692307692,0,899.380909857291
10992530.7665889,176.360781833603,1879.68469945738,6253.18792982924,1.21875,0.016,0.197,0,104.383910118542
10999639.5486855,265.210865939575,513.395929506279,421.844519057664,2.98,0.016,0.197,0,28.5808278497614
10986595.8592751,576.743701666312,7233.55518908405,6433.84183418383,1.45,0.025,0.478,0,402.171266361454
10967904.2138015,364.106573415533,6674.12100678344,25897.5586182787,0.5,0.044,0.423,0,370.339441466316
985480.774657222,32104.6249141194,1093037.60884405,8890216.99158463,2.8,0.029,0.277,0,60761.1488620445
4240307.86966014,319275.485491429,531059.388939181,5910197.25590929,3.0,0.072,0.134,0,29520.1916958196
10996440.3776631,11.4210220229992,55.0767024805769,4333.12461236416,2.08,0.039,0.341,0,3.07327685174348
10472766.219608,27446.31923538,76804.3789372664,423823.082219137,1.28125,0.069,0.229,0,4269.62025212793
10855747.818065,2451.98060326234,25001.9161768059,117638.28515499,0.927083333333333,0.044,0.423,0,1387.95022152282
10999201.3574621,106.292692425134,735.860192550466,796.489652913106,1.232,0.039,0.341,0,40.8803320578908
10121043.418559,5510.42644642722,33803.4385722387,840482.716422137,0.5,0.069,0.229,0,1878.09605370438
10766438.7932142,3667.70218069062,10197.5275837209,220535.977021279,1.32291666666667,0.069,0.229,0,568.114201552894
9340473.52433912,225431.754502126,804969.906622185,629964.814536591,3.69333333333333,0.029,0.277,0,44718.3642616405
10547234.3305041,28874.1075573493,56672.0026046222,368059.55933382,1.40625,0.083,0.204,0,3148.94527618105
10923783.3172397,1883.26043149273,9880.44854164829,65292.9737871213,0.645833333333333,0.036,0.142,0,549.019678531479
10938833.6334525,3083.90037664359,10869.8488220992,48052.6173487675,1.10416666666667,0.036,0.142,0,603.64552815281
10939688.5981628,697.310508798681,13273.438491658,47180.6528365972,0.989583333333333,0.025,0.478,0,737.658278545159
10997456.5464509,74.1149683343351,616.910324827901,2692.42825597796,1.01,0.039,0.341,0,34.2741585847478
10369000.1421126,192296.316280885,204406.943798951,235136.597807583,2.52,0.072,0.134,0,11352.7562080272
10700661.8406126,16625.5546977254,46706.5447778033,236846.059911786,1.3125,0.0555555555555556,0.192307692307692,0,2595.84989110801
10994207.7269966,412.311882611651,3737.3432647241,2482.6178560158,2.208,0.025,0.478,0,207.581060530618
10872142.2066858,16527.0846059715,43496.0174676204,68674.691240535,1.19285714285714,0.069,0.229,0,2415.51031268211
10121752.9861769,16393.1352007403,55595.0646144294,807098.814007919,0.65625,0.083,0.204,0,3090.45702117483
10981073.8333372,7173.80876702982,6434.40535473276,6157.9525410323,3.2625,0.072,0.134,0,357.309258975973
10512918.2842917,7455.97419005108,39151.2423150527,441314.499203109,0.572916666666667,0.0555555555555556,0.192307692307692,0,2174.18080052798
10964304.3570196,298.73460767456,4022.20234730639,32214.7060254031,0.71875,0.044,0.423,0,223.574039554969
10997285.398093,60.1108760531267,609.749325196681,2884.74170578918,0.77,0.039,0.341,0,33.8790376982678
10896144.6477615,3002.08403487519,18246.5131955228,83446.7550080635,0.5,0.0555555555555556,0.192307692307692,0,1012.97145531767
